,bound,mcallester_bound,measure,risk_test,risk_train,seeger_bound
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=zero-aug/seed=0/width=128,0.0033816201612353,0.1457861214876175,0.9246826171875,0.1055999994277954,0.1046666651964187,0.1316089358728736
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=zero/seed=0/width=256,0.003115612315014,0.297652393579483,0.0,0.2597000002861023,0.2581833302974701,0.2936855674716855
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=path_norm/seed=0/width=128,0.1127019971609115,0.5157836675643921,6644.091796875,0.2690999805927276,0.2784000039100647,0.5120681406874921
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=param_norm-aug/seed=0/width=128,0.0360963754355907,0.2755268812179565,2323.832275390625,0.1315999925136566,0.1411833316087722,0.2507122766421272
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=dist_fro/seed=0/width=128,0.0760818645358085,0.4824241995811462,4653.787109375,0.2699999809265136,0.2873833477497101,0.4786276028883086
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=dist_l2/seed=0/width=256,0.0037708077579736,0.3813379108905792,96.37686920166016,0.3432999849319458,0.3379166722297668,0.3797329163541856
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=path_norm-aug/seed=0/width=128,0.1084333807229995,1.0508947372436523,6638.7275390625,0.8204999566078186,0.8180500268936157,0.948433483280787
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=dist_fro-aug/seed=0/width=128,0.0761703103780746,0.4061875343322754,4655.470703125,0.2002999931573867,0.2110333293676376,0.3936886413552264
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=sum_fro-aug/seed=0/width=128,0.0037910400424152,0.1880375742912292,132.21861267089844,0.1463000029325485,0.1445000022649765,0.1768759325234799
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=param_norm/seed=0/width=128,0.0361279509961605,0.3246523141860962,2325.8203125,0.1745999902486801,0.1902500092983245,0.3089727435921603
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=sum_fro/seed=0/width=256,0.0032605549786239,0.3353767096996307,175.1789093017578,0.3009999990463257,0.2950000166893005,0.3326618713677808
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=dist_l2-aug/seed=0/width=256,0.0038559313397854,0.2800919413566589,96.43903350830078,0.230799987912178,0.2361833304166793,0.2747760250793934
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=param_norm/seed=0/width=256,0.0624492913484573,0.3410549759864807,4629.421875,0.1545999944210052,0.1643500030040741,0.3196049735201219
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=sum_fro-aug/seed=0/width=256,0.0033197407610714,0.2899748384952545,175.1431884765625,0.2460999935865402,0.2492333352565765,0.2855383361939705
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=path_norm/seed=0/width=256,0.1167473271489143,0.5994231104850769,7092.2314453125,0.3461999893188476,0.3578166663646698,0.5976981051613981
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=dist_fro/seed=0/width=256,0.1413456946611404,0.7877603769302368,9287.91796875,0.5220000147819519,0.5219166874885559,0.7660135076199016
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=4/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=zero/seed=0/width=128,0.0038488262798637,0.1381848007440567,0.0,0.0976999998092651,0.0943166688084602,0.12202790252686
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=4/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=dist_l2/seed=0/width=128,0.0044012013822793,0.2078105509281158,78.97419738769531,0.154799997806549,0.1608999967575073,0.1973104896215486
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=dist_fro-aug/seed=0/width=256,0.1413121819496154,0.673112154006958,9288.1884765625,0.4012999832630157,0.4072999954223633,0.6674186928302399
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=param_norm-aug/seed=0/width=256,0.0617386400699615,0.4283300042152405,4644.94921875,0.2513999938964844,0.2526333332061767,0.4209840333220753
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=4/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=zero-aug/seed=0/width=128,0.0033378014340996,0.1458521783351898,1.704437255859375,0.1053999960422515,0.1050000041723251,0.1317893680379758
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=zero-aug/seed=0/width=256,0.0028506589587777,0.2553535401821136,-0.0714492797851562,0.2157000005245208,0.2176000028848648,0.2497915619601964
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=4/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=dist_l2-aug/seed=0/width=128,0.0038206228055059,0.2195237874984741,79.83516693115234,0.175599992275238,0.1758166700601577,0.2106963872213345
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=4/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=dist_fro/seed=0/width=128,0.101233959197998,0.4205988347530365,6234.58251953125,0.1852999925613403,0.1956166625022888,0.4062133458951153
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=4/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=sum_fro/seed=0/width=128,0.0039963833987712,0.2870177924633026,166.27874755859375,0.2258999943733215,0.2423166632652282,0.2819296637482291
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=4/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=param_norm/seed=0/width=128,0.0473726354539394,0.3454536199569702,3112.421630859375,0.1903999894857406,0.191550001502037,0.3295281235165833
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=4/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=path_norm/seed=0/width=128,0.7304388880729675,0.7515838742256165,43676.22265625,0.1372999995946884,0.1472499966621399,0.7250372865685417
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=4/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=dist_fro-aug/seed=0/width=128,0.100900188088417,0.3959276676177978,6238.62841796875,0.1661999970674514,0.1713166683912277,0.376550463663425
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=4/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=zero/seed=0/width=256,0.0030301525257527,0.3110406398773193,0.0,0.2617000043392181,0.2721166610717773,0.307635511929603
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=path_norm/seed=0/width=128,0.0163022335618734,0.8492835164070129,944.0659790039062,0.7580000162124634,0.7590000033378601,0.8301317073350531
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=path_norm-aug/seed=0/width=256,0.1163268089294433,0.5229875445365906,7074.861328125,0.2789999842643738,0.2818166613578796,0.5195551535813716
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=4/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=param_norm-aug/seed=0/width=128,0.0469001717865467,0.3355675339698791,3110.2802734375,0.1777999997138977,0.1824333369731903,0.3180722334564632
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=4/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=dist_l2/seed=0/width=256,0.0044002053327858,0.3267385959625244,110.99014282226562,0.2831999957561493,0.2798333466053009,0.3231520819489921
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=4/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=sum_fro/seed=0/width=256,0.0031299833208322,0.3688433170318603,234.41651916503903,0.3254999816417694,0.3292833268642425,0.3671223714161248
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=4/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=sum_fro-aug/seed=0/width=128,0.0040804375894367,0.1608354449272155,165.71450805664062,0.1156999990344047,0.1156666651368141,0.1466226039999176
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=4/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=dist_fro/seed=0/width=256,0.1848053634166717,0.905428111553192,12321.4931640625,0.5936999917030334,0.6014500260353088,0.8517199779396852
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=4/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=zero-aug/seed=0/width=256,0.0028725005686283,0.307664543390274,-5.225578308105469,0.2665999829769134,0.2697666585445404,0.3042454750350446
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=4/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=sum_fro-aug/seed=0/width=256,0.0028088642284274,0.398025780916214,235.92703247070312,0.36039999127388,0.3605500161647796,0.3970115174861285
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=4/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=dist_l2-aug/seed=0/width=256,0.0036534571554511,0.4200235903263092,105.76456451416016,0.3700000047683716,0.3772833347320556,0.4192393523456161
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=4/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=path_norm-aug/seed=0/width=128,0.7325150370597839,0.7728087902069092,43815.4765625,0.1651999950408935,0.1676166653633117,0.7442801317493564
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=zero-aug/seed=0/width=128,0.0026280616875737,0.2818662524223327,-0.3857879638671875,0.258899986743927,0.2456166744232177,0.2776793859999673
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=dist_l2/seed=0/width=128,0.003698683809489,0.3150539696216583,55.74385070800781,0.2818999886512756,0.272049993276596,0.311384001419816
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=4/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=path_norm/seed=0/width=256,0.6771959662437439,0.7696917057037354,40770.33984375,0.178299993276596,0.1878000050783157,0.7433114551111205
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=4/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=param_norm/seed=0/width=256,0.0800940841436386,0.3899509012699127,6163.23046875,0.1894999891519546,0.189833328127861,0.3738579021938307
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=zero/seed=0/width=128,0.0029678945429623,0.3150553703308105,0.0,0.2886999845504761,0.2765333354473114,0.3118311509831997
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=dist_l2-aug/seed=0/width=128,0.003531651571393,0.2807383835315704,54.233245849609375,0.2466999888420105,0.2387166619300842,0.2757193034291438
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=4/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=path_norm-aug/seed=0/width=256,0.6872642636299133,0.7694014310836792,41584.703125,0.1735000014305114,0.1832000017166137,0.7427560219456438
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=dist_fro/seed=0/width=128,0.0516962371766567,0.578056812286377,3108.42626953125,0.4259999990463257,0.4172833263874054,0.5774075978451392
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=sum_fro/seed=0/width=128,0.0038321979809552,0.2691566050052643,93.91365051269533,0.2304999977350235,0.2253833413124084,0.2633065221446655
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=4/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=param_norm-aug/seed=0/width=256,0.0797706171870231,0.3530130684375763,6157.43310546875,0.1454999893903732,0.1533000022172927,0.3288952428329281
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=zero/seed=0/width=256,0.0027666960377246,0.3649100661277771,0.0,0.3312000036239624,0.3277166783809662,0.3632215216663693
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=param_norm/seed=0/width=128,0.0238865725696086,1.0092853307724,1569.2359619140625,0.8999999761581421,0.9000000357627869,0.9529004794417156
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=dist_l2/seed=0/width=256,0.0034927651286125,0.4207064211368561,78.86504364013672,0.3786999881267547,0.3789166808128357,0.4199564871479812
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=path_norm-aug/seed=0/width=128,0.0184279941022396,0.4791895747184753,984.7291259765624,0.3917999863624573,0.3831999897956848,0.4785403788283665
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=dist_fro-aug/seed=0/width=128,0.0513066016137599,0.6249164342880249,3107.381103515625,0.4730999767780304,0.4647499918937683,0.6228530475511237
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=sum_fro/seed=0/width=256,0.0032601996790617,0.4347078204154968,126.27748107910156,0.3969999849796295,0.3943333327770233,0.434191448150491
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=path_norm/seed=0/width=128,0.0184623450040817,0.5407623052597046,986.3673095703124,0.4478999972343445,0.4446833431720733,0.5406493132581998
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=zero-aug/seed=0/width=256,0.0027299197390675,0.2835120260715484,1.1308517456054688,0.252700001001358,0.2465666681528091,0.2792986119453255
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=dist_fro/seed=0/width=256,0.0975260660052299,0.6106735467910767,6219.6953125,0.3917999863624573,0.389849990606308,0.6088978252180232
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=param_norm/seed=0/width=256,0.0427122823894023,1.046137452125549,3112.525146484375,0.8999999761581421,0.9000000357627869,0.9652532873141976
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=sum_fro-aug/seed=0/width=128,0.003476126352325,0.2665234208106994,93.92953491210938,0.2272000014781952,0.2248333394527435,0.2608660522609982
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=dist_l2-aug/seed=0/width=256,0.0032622430007904,0.3685038387775421,78.86504364013672,0.3339000046253204,0.3281166851520538,0.3667304865297878
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=dist_fro-aug/seed=0/width=256,0.0963773876428604,0.7173858880996704,6195.39892578125,0.5013999938964844,0.4978666603565216,0.7074773078084788
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=param_norm-aug/seed=0/width=256,0.0421684719622135,0.9687874913215636,3082.37353515625,0.8215999603271484,0.8235833644866943,0.9150334572006528
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=param_norm-aug/seed=0/width=128,0.0238823033869266,1.0092756748199463,1569.5379638671875,0.8999999761581421,0.9000000357627869,0.9528968584608406
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=path_norm-aug/seed=0/width=256,0.0172488037496805,0.6152176856994629,986.1127319335938,0.5246999859809875,0.522350013256073,0.6138224228982748
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=path_norm/seed=0/width=256,0.0183256696909666,0.4310893714427948,985.1915283203124,0.3474999964237213,0.3353666663169861,0.4289521538905507
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=zero/seed=0/width=128,0.0029325808864086,0.2951421737670898,0.0,0.2678999900817871,0.256850004196167,0.2912161371535562
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=sum_fro/seed=0/width=128,0.0038548037409782,0.3299022018909454,131.29171752929688,0.3021999895572662,0.2860000133514404,0.3267064157656201
alpha=244.94897427831782/batch_size=64/data=mnist/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=path_norm-aug/seed=0/width=128,0.0162251107394695,0.8357363939285278,928.0593872070312,0.7383999824523926,0.7456666827201843,0.8183115610808047
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=2/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=sum_fro-aug/seed=0/width=256,0.0031838838476687,0.3392658233642578,122.29104614257812,0.3042999804019928,0.299366682767868,0.3367096658548094
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=zero-aug/seed=0/width=128,0.0021116614807397,0.3122268915176391,0.434783935546875,0.2901999950408935,0.2797333300113678,0.3094958481450172
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=dist_l2/seed=0/width=128,0.0035914441104978,0.3424259424209595,68.21866607666016,0.3087999820709228,0.3000499904155731,0.3397816620882744
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=dist_l2-aug/seed=0/width=128,0.0029108871240168,0.3200836181640625,68.65901947021484,0.2955999970436096,0.2819333374500274,0.3170642207758579
alpha=244.94897427831782/batch_size=64/data=fashion/delta=0.0001/depth=3/epoch=11/epoch_mh=1/lr_mh=0.0001/lr_sgd=0.1/measure=sum_fro-aug/seed=0/width=128,0.0029963683336973,0.287639707326889,129.24844360351562,0.2680000066757202,0.2489333301782608,0.2833648142702617
