,bound,dS,dT,eS,eT,kl,rS,rT,tS,tT,time
data=phishing/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=100.0/voter=stump,0.4418410658836365,3.290069e-05,3.30818e-05,0.10875299,0.12424019,4.911868095397949,0.10876944,0.12425673,0.108758114,0.12424608,29734.829036951065
data=svmguide/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=0.01/voter=tree,0.1160075366497039,0.041906744,0.0380018,0.027180232,0.025378076,0.0031900405883789,0.048133604,0.044378977,0.034304205,0.03325,1112.8315405845642
data=haberman/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,1.0,0.1411775,0.16660732,0.21043049,0.24801317,2.0844528675079346,0.28101924,0.33131683,0.25974026,0.3267974,39.55876636505127
data=haberman/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=10.0/voter=tree,1.0,0.1411775,0.16660732,0.21043049,0.24801317,2.0844528675079346,0.28101924,0.33131683,0.25974026,0.3267974,38.73186492919922
data=phishing/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=10.0/voter=stump,0.1302882432937622,,,,,108.70703125,,,0.08046132,0.08830713,29822.041168689728
data=haberman/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=10.0/voter=stump,0.9718780517578124,0.0927399,0.08728237,0.202331,0.22810182,2.6618247032165527,0.24870096,0.271743,0.24836601,0.24836601,28.27564001083374
data=haberman/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=100.0/voter=stump,0.9718780517578124,0.0927399,0.08728237,0.202331,0.22810182,2.6618247032165527,0.24870096,0.271743,0.24836601,0.24836601,30.32443356513977
data=haberman/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=0.01/voter=tree,1.0,0.1411775,0.16660732,0.21043049,0.24801317,2.0844528675079346,0.28101924,0.33131683,0.25974026,0.3267974,46.58113050460816
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=0.01/voter=tree,1.0273127555847168,0.19764295,0.21775474,0.25801843,0.23870215,0.0015087127685546,0.35683993,0.3475795,0.2987013,0.2875817,71.73995089530945
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=100.0/voter=stump,0.91593736410141,0.48280662,0.48252824,0.20939657,0.21043833,0.0390663146972656,0.45079988,0.45170245,0.26797387,0.26797387,93.13080406188963
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,1.0273127555847168,0.19764295,0.21775474,0.25801843,0.23870215,0.0015087127685546,0.35683993,0.3475795,0.2987013,0.2875817,70.41374325752258
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.91593736410141,0.48280662,0.48252824,0.20939657,0.21043833,0.0390663146972656,0.45079988,0.45170245,0.26797387,0.26797387,90.38606262207033
data=haberman/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=100.0/voter=tree,1.0,0.14118169,0.16661207,0.21042943,0.24800968,2.084369421005249,0.28102028,0.33131573,0.25974026,0.3267974,41.391528367996216
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=0.01/voter=stump,0.91593736410141,0.48280662,0.48252824,0.20939657,0.21043833,0.0390663146972656,0.45079988,0.45170245,0.26797387,0.26797387,100.37119603157043
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=10.0/voter=stump,0.91593736410141,0.48280662,0.48252824,0.20939657,0.21043833,0.0390663146972656,0.45079988,0.45170245,0.26797387,0.26797387,109.69795870780943
data=haberman/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4552244246006012,,,,,5.030616760253906,,,0.26899767,0.2779441,77.70496416091919
data=haberman/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=10.0/voter=stump,0.4453693628311157,,,,,3.741607666015625,,,0.27055183,0.27614588,78.13444781303406
data=haberman/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=0.01/voter=stump,1.0,0.5,0.5,0.25,0.25,0.0,0.5,0.5,0.74509805,0.71895427,0.0001688003540039
data=haberman/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=100.0/voter=stump,0.4448028206825256,,,,,3.5614013671875,,,0.27156472,0.27659112,77.18356657028198
data=haberman/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=10.0/voter=stump,1.0,0.5,0.5,0.25,0.25,0.0,0.5,0.5,0.74509805,0.71895427,0.0001628398895263
data=haberman/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=100.0/voter=stump,1.0,0.5,0.5,0.25,0.25,0.0,0.5,0.5,0.74509805,0.71895427,0.0001635551452636
data=haberman/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,1.0,0.5,0.5,0.25,0.25,0.0,0.5,0.5,0.74509805,0.71895427,0.0001537799835205
data=haberman/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=0.01/voter=tree,0.9999949672151704,0.19834031,0.2183216,0.2594013,0.23920521,0.0,0.35857144,0.34836602,0.2987013,0.2875817,0.0002021789550781
data=haberman/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.9999949672151704,0.19834031,0.2183216,0.2594013,0.23920521,0.0,0.35857144,0.34836602,0.2987013,0.2875817,0.000187873840332
data=haberman/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=100.0/voter=tree,0.9999949672151704,0.19834031,0.2183216,0.2594013,0.23920521,0.0,0.35857144,0.34836602,0.2987013,0.2875817,0.0001840591430664
data=haberman/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=10.0/voter=tree,0.9999949672151704,0.19834031,0.2183216,0.2594013,0.23920521,0.0,0.35857144,0.34836602,0.2987013,0.2875817,0.0001835823059082
data=haberman/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.5121448636054993,,,,,0.096142292022705,,,0.31632993,0.29796112,66.77785062789917
data=haberman/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=10.0/voter=tree,0.501348614692688,,,,,0.0690784454345703,,,0.30648127,0.28937554,61.9369158744812
data=haberman/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=0.01/voter=tree,0.550192654132843,,,,,0.0476871877908706,,,0.35409743,0.34329727,55.37245774269104
data=haberman/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=100.0/voter=tree,0.4981308877468109,,,,,0.0398406982421875,,,0.30390197,0.2877189,66.2945454120636
data=haberman/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=0.01/voter=stump,0.4226088225841522,,,,,4.600798606872559,,,0.24292167,0.28197104,93.3699381351471
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=100.0/voter=tree,1.0273127555847168,0.19764295,0.21775474,0.25801843,0.23870215,0.0015087127685546,0.35683993,0.3475795,0.2987013,0.2875817,92.38488554954527
data=phishing/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=4/sigmoid_c=100/sto_prior=10.0/voter=stump,0.2621362209320068,1.2373117e-05,1.1626321e-05,0.1135439,0.09710276,4.912140846252441,0.11355008,0.09710857,0.11354688,0.097104944,25656.47904229164
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=10.0/voter=tree,1.0273127555847168,0.19764295,0.21775474,0.25801843,0.23870215,0.0015087127685546,0.35683993,0.3475795,0.2987013,0.2875817,86.4924829006195
data=phishing/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=0/sigmoid_c=100/sto_prior=0.01/voter=stump,0.3483820557594299,4.76745e-05,4.617818e-05,0.15439533,0.14292884,4.911534309387207,0.15441917,0.14295192,0.15441099,0.14294331,30812.67327833176
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1042425706982612,,,,,38.023284912109375,,,0.05587875,0.052754898,1773.5370032787323
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=0.01/voter=stump,0.2179617881774902,,,,,5.36805534362793,,,0.18080753,0.18091647,1759.580293893814
data=phishing/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=0.01/voter=tree,0.1557661741971969,0.04459938,0.047117986,0.02761971,0.031935945,0.5049557685852051,0.0499194,0.055494938,0.032560118,0.033172496,13.562411785125732
data=phishing/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1557661741971969,0.04459938,0.047117986,0.02761971,0.031935945,0.5049557685852051,0.0499194,0.055494938,0.032560118,0.033172496,13.029884576797484
data=phishing/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=10.0/voter=tree,0.1557661741971969,0.04459938,0.047117986,0.02761971,0.031935945,0.5049557685852051,0.0499194,0.055494938,0.032560118,0.033172496,13.188368320465088
data=phishing/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=100.0/voter=tree,0.1557661741971969,0.04459938,0.047117986,0.02761971,0.031935945,0.5049557685852051,0.0499194,0.055494938,0.032560118,0.033172496,13.022887945175173
data=phishing/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1204342097043991,0.026698466,0.029917605,0.031407565,0.037036397,2.9212841987609863,0.044756796,0.0519952,0.044051927,0.05247286,382.7284116744995
data=phishing/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=0.01/voter=tree,0.1204342097043991,0.026698466,0.029917605,0.031407565,0.037036397,2.9212841987609863,0.044756796,0.0519952,0.044051927,0.05247286,429.0765902996063
data=phishing/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=10.0/voter=tree,0.1204342097043991,0.026698466,0.029917605,0.031407565,0.037036397,2.9212841987609863,0.044756796,0.0519952,0.044051927,0.05247286,473.817831993103
data=svmguide/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=10.0/voter=stump,0.2652264237403869,0.4438831,0.4433865,0.13091509,0.12975508,0.6310329437255859,0.35285664,0.35144833,0.05212043,0.049,2243.030285835266
data=phishing/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=100.0/voter=tree,0.1204344034194946,0.026808085,0.030038549,0.031357553,0.036971997,2.914353847503662,0.044761594,0.051991273,0.044051927,0.05247286,532.098212480545
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=100.0/voter=stump,0.1336800307035446,,,,,62.416015625,,,0.067263916,0.0639573,2133.996307611465
data=svmguide/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.2652264237403869,0.4438831,0.4433865,0.13091509,0.12975508,0.6310329437255859,0.35285664,0.35144833,0.05212043,0.049,2336.642540693283
data=phishing/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.2519544064998626,2.0277586e-05,2.0517695e-05,0.10875318,0.12424044,4.912075519561768,0.10876332,0.1242507,0.108758114,0.12424608,30800.21252965927
data=svmguide/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=0.01/voter=stump,0.2652263641357422,0.44388258,0.44338596,0.13091463,0.12975466,0.6310324668884277,0.35285592,0.35144764,0.05212043,0.049,2433.5080840587616
data=phishing/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=10.0/voter=stump,0.2555762529373169,1.3027049e-05,1.2686371e-05,0.11045843,0.114593625,4.9121832847595215,0.110464945,0.114599966,0.11046079,0.1145959,29899.84607744217
data=svmguide/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=100.0/voter=stump,0.2652264237403869,0.4438831,0.4433865,0.13091509,0.12975508,0.6310329437255859,0.35285664,0.35144833,0.05212043,0.049,2445.1049189567566
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=10.0/voter=stump,0.1173286661505699,,,,,48.986328125,,,0.060770653,0.056129713,2417.532705783844
data=phishing/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=0.01/voter=stump,0.2555762529373169,1.3027049e-05,1.2686371e-05,0.11045843,0.114593625,4.9121832847595215,0.110464945,0.114599966,0.11046079,0.1145959,30055.693534851074
data=phishing/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=0.01/voter=tree,0.1878207921981811,0.041052103,0.044129103,0.027422164,0.03182736,0.874335765838623,0.047948215,0.053891912,0.032134496,0.033775635,484.5805110931397
data=phishing/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1303358674049377,,,,,120.083984375,,,0.07830897,0.08614366,31174.64947104454
data=phishing/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1878207921981811,0.041052103,0.044129103,0.027422164,0.03182736,0.874335765838623,0.047948215,0.053891912,0.032134496,0.033775635,486.5332381725311
data=phishing/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=3/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4543055891990661,3.356587e-05,3.337781e-05,0.11269005,0.10192531,4.911850452423096,0.11270683,0.101942,0.11269554,0.10193004,28657.49369263649
data=phishing/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=10.0/voter=tree,0.1878209114074707,0.041052658,0.044129577,0.027422218,0.031827368,0.8742198944091797,0.047948547,0.053892158,0.032134496,0.033775635,559.7808566093445
data=phishing/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=100.0/voter=tree,0.1878209114074707,0.041052658,0.044129577,0.027422218,0.031827368,0.8742198944091797,0.047948547,0.053892158,0.032134496,0.033775635,562.5120551586151
data=phishing/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3548603355884552,0.21733981,0.22048028,0.073109195,0.0732395,3.357463836669922,0.1817791,0.18347964,0.10205384,0.10434258,1067.762607574463
data=phishing/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=10.0/voter=stump,0.3548603355884552,0.21733981,0.22048028,0.073109195,0.0732395,3.357463836669922,0.1817791,0.18347964,0.10205384,0.10434258,1276.9096431732178
data=phishing/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=0.01/voter=stump,0.3548603355884552,0.21733981,0.22048028,0.073109195,0.0732395,3.357463836669922,0.1817791,0.18347964,0.10205384,0.10434258,1471.3734738826752
data=phishing/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=100.0/voter=stump,0.3548604249954223,0.21733992,0.22048037,0.07310922,0.07323948,3.357463836669922,0.18177918,0.18347967,0.10205384,0.10434258,1401.6422390937803
data=phishing/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=10.0/voter=stump,0.4418410658836365,3.290069e-05,3.30818e-05,0.10875299,0.12424019,4.911868095397949,0.10876944,0.12425673,0.108758114,0.12424608,31800.64398169517
data=phishing/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=3/sigmoid_c=100/sto_prior=0.01/voter=stump,0.4543055891990661,3.356587e-05,3.337781e-05,0.11269005,0.10192531,4.911850452423096,0.11270683,0.101942,0.11269554,0.10193004,29358.546023368835
data=phishing/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=100.0/voter=stump,0.1316616237163543,,,,,106.421875,,,0.08204292,0.08992183,31914.479370832443
data=phishing/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,1.0,0.5,0.5,0.25,0.25,0.0,0.5,0.5,0.5527296,0.5802171,0.0001628398895263
data=phishing/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=0.01/voter=stump,1.0,0.5,0.5,0.25,0.25,0.0,0.5,0.5,0.5527296,0.5802171,0.0001776218414306
data=phishing/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=0.01/voter=tree,0.1698209600817083,0.046482936,0.04839978,0.029499497,0.032742165,0.0,0.052740965,0.056942057,0.035539478,0.036188178,0.0001294612884521
data=phishing/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1698209600817083,0.046482936,0.04839978,0.029499497,0.032742165,0.0,0.052740965,0.056942057,0.035539478,0.036188178,0.0001380443572998
data=phishing/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=10.0/voter=tree,0.1698209600817083,0.046482936,0.04839978,0.029499497,0.032742165,0.0,0.052740965,0.056942057,0.035539478,0.036188178,0.0001180171966552
data=phishing/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=100.0/voter=tree,0.1698209600817083,0.046482936,0.04839978,0.029499497,0.032742165,0.0,0.052740965,0.056942057,0.035539478,0.036188178,0.0001740455627441
data=phishing/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=3/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1314533352851867,,,,,120.23291015625,,,0.07918533,0.08153098,29469.302255153656
data=phishing/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=100.0/voter=stump,1.0,0.5,0.5,0.25,0.25,0.0,0.5,0.5,0.5755028,0.6043426,0.0002076625823974
