,bound,dS,dT,eS,eT,kl,rS,rT,tS,tT,time
data=usvotes/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=0.01/voter=stump,0.3412703275680542,1.4131222e-05,1.4407843e-05,0.06421772,0.04608087,4.563724517822266,0.06422478,0.046088073,0.06422018,0.04608295,205.38048219680783
data=phishing/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=0/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3571712076663971,0.21968733,0.21899188,0.073632486,0.06951855,3.3640756607055664,0.18347615,0.17901449,0.102905184,0.09529553,985.299114704132
data=usvotes/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3412703275680542,1.4131222e-05,1.4407843e-05,0.06421772,0.04608087,4.563724517822266,0.06422478,0.046088073,0.06422018,0.04608295,207.78957962989807
data=phishing/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=0/sigmoid_c=100/sto_prior=0.01/voter=stump,0.3571712076663971,0.21968733,0.21899188,0.073632486,0.06951855,3.3640756607055664,0.18347615,0.17901449,0.102905184,0.09529553,989.8392577171326
data=usvotes/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=100.0/voter=stump,0.3412703275680542,1.4131222e-05,1.4407843e-05,0.06421772,0.04608087,4.563724517822266,0.06422478,0.046088073,0.06422018,0.04608295,204.91239619255063
data=usvotes/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=10.0/voter=stump,0.3412703275680542,1.4131222e-05,1.4407843e-05,0.06421772,0.04608087,4.563724517822266,0.06422478,0.046088073,0.06422018,0.04608295,211.00371170043945
data=phishing/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=0/sigmoid_c=100/sto_prior=10.0/voter=stump,0.3571712076663971,0.21968733,0.21899188,0.073632486,0.06951855,3.3640756607055664,0.18347615,0.17901449,0.102905184,0.09529553,995.24182844162
data=credit/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=0.01/voter=stump,0.5939472317695618,,,,,0.8483256101608276,,,0.48822114,0.4896346,389.77944469451904
data=phishing/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=10.0/voter=tree,0.1186396405100822,0.02339833,0.025028856,0.032011617,0.037434734,3.315657615661621,0.043710783,0.04994916,0.0359651,0.03920386,518.47052526474
data=wdbc/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=0.01/voter=tree,0.3320686221122741,0.013892718,0.014502565,0.036935773,0.048564684,4.099431037902832,0.04388213,0.055815965,0.04195804,0.0528169,39.918150663375854
data=wdbc/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=100.0/voter=stump,0.5339030027389526,0.2111435,0.21653318,0.046180755,0.0472672,2.8039910793304443,0.1517525,0.15553379,0.042105265,0.045774646,5.347650766372681
data=wdbc/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=100.0/voter=tree,0.3320686221122741,0.013892718,0.014502565,0.036935773,0.048564684,4.099431037902832,0.04388213,0.055815965,0.04195804,0.0528169,39.55167865753174
data=wdbc/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=10.0/voter=tree,0.3320686221122741,0.013892718,0.014502565,0.036935773,0.048564684,4.099431037902832,0.04388213,0.055815965,0.04195804,0.0528169,39.93369674682617
data=wdbc/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.3320686221122741,0.013892718,0.014502565,0.036935773,0.048564684,4.099431037902832,0.04388213,0.055815965,0.04195804,0.0528169,38.71714544296265
data=wdbc/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.5349504351615906,0.09121438,0.09346815,0.041629445,0.03937516,0.3427491188049316,0.087236635,0.086109236,0.055944055,0.06690141,0.858773946762085
data=wdbc/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=100.0/voter=tree,0.5349504351615906,0.09121438,0.09346815,0.041629445,0.03937516,0.3427491188049316,0.087236635,0.086109236,0.055944055,0.06690141,0.8696646690368652
data=phishing/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=0.01/voter=tree,0.1870068907737732,0.04089918,0.04409272,0.027488604,0.03173846,0.6726737022399902,0.047938194,0.053784817,0.032560118,0.035585042,485.5525262355805
data=wdbc/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=10.0/voter=tree,0.5349504351615906,0.09121438,0.09346815,0.041629445,0.03937516,0.3427491188049316,0.087236635,0.086109236,0.055944055,0.06690141,0.8483760356903076
data=usvotes/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2038598805665969,,,,,0.0089219212532043,,,0.08259122,0.04182051,80.60846590995789
data=wdbc/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=0.01/voter=stump,1.0,0.5,0.5,0.25,0.25,0.0,0.5,0.5,0.83859646,0.89084506,0.0001595020294189
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=100.0/voter=tree,0.0590577200055122,,,,,0.0002784729003906,,,0.03750899,0.030238157,658.2804534435272
data=wdbc/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=10.0/voter=stump,1.0,0.5,0.5,0.25,0.25,0.0,0.5,0.5,0.83859646,0.89084506,0.0001468658447265
data=wdbc/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,1.0,0.5,0.5,0.25,0.25,0.0,0.5,0.5,0.83859646,0.89084506,0.0001368522644042
data=wdbc/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=0.01/voter=tree,0.5900960028136095,0.087869845,0.09137948,0.05543567,0.0445567,0.0,0.09937059,0.09024644,0.062937066,0.07394366,0.000195026397705
data=wdbc/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.5900960028136095,0.087869845,0.09137948,0.05543567,0.0445567,0.0,0.09937059,0.09024644,0.062937066,0.07394366,0.0001964569091796
data=wdbc/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=10.0/voter=tree,0.5900960028136095,0.087869845,0.09137948,0.05543567,0.0445567,0.0,0.09937059,0.09024644,0.062937066,0.07394366,0.0001025199890136
data=wdbc/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=100.0/voter=tree,0.5900960028136095,0.087869845,0.09137948,0.05543567,0.0445567,0.0,0.09937059,0.09024644,0.062937066,0.07394366,0.0001618862152099
data=wdbc/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=100.0/voter=stump,1.0,0.5,0.5,0.25,0.25,0.0,0.5,0.5,0.83859646,0.89084506,0.0001611709594726
data=usvotes/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=10.0/voter=stump,0.5214094519615173,6.595418e-05,6.5151726e-05,0.05045279,0.03686135,4.561961174011231,0.050485767,0.036893927,0.050458714,0.03686636,208.9054865837097
data=credit/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3705931603908539,,,,,25.065399169921875,,,0.17033078,0.17585973,399.2757453918457
data=usvotes/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=100.0/voter=stump,0.5214094519615173,6.595418e-05,6.5151726e-05,0.05045279,0.03686135,4.561961174011231,0.050485767,0.036893927,0.050458714,0.03686636,207.77883052825928
data=credit/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=100.0/voter=stump,0.7178512215614319,0.48375374,0.4842791,0.18890911,0.19116437,0.2220234870910644,0.43078598,0.43330392,0.13761468,0.13496932,436.5735764503479
data=wdbc/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=100.0/voter=stump,0.4577131867408752,0.017491238,0.022177434,0.10445594,0.13426058,6.092909812927246,0.11320156,0.1453493,0.112280704,0.14436619,131.75416731834412
data=credit/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=10.0/voter=stump,0.7178512215614319,0.48375374,0.4842791,0.18890911,0.19116437,0.2220234870910644,0.43078598,0.43330392,0.13761468,0.13496932,439.8273718357086
data=wdbc/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=10.0/voter=tree,0.5683842897415161,0.01269846,0.013107262,0.037314825,0.04896509,4.145587921142578,0.043664057,0.05551872,0.04195804,0.0528169,50.97213530540466
data=wdbc/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4577131867408752,0.017491238,0.022177434,0.10445594,0.13426058,6.092909812927246,0.11320156,0.1453493,0.112280704,0.14436619,131.3011245727539
data=credit/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.7178512215614319,0.48375374,0.4842791,0.18890911,0.19116437,0.2220234870910644,0.43078598,0.43330392,0.13761468,0.13496932,436.1025114059448
data=wdbc/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=100.0/voter=tree,0.5683842897415161,0.01269846,0.013107262,0.037314825,0.04896509,4.145587921142578,0.043664057,0.05551872,0.04195804,0.0528169,52.37996578216553
data=credit/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=100.0/voter=stump,0.3605223000049591,,,,,18.685546875,,,0.18169725,0.19476543,416.8711476325989
data=tictactoe/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,1.0280717611312866,0.42852637,0.42729715,0.1753444,0.17369013,1.1525893211364746,0.38960758,0.3873387,0.2776618,0.27348644,1.5887131690979004
data=tictactoe/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=0.01/voter=tree,0.3976480364799499,0.2091188,0.2199295,0.032903127,0.044854634,0.673213005065918,0.13746253,0.15481938,0.0125,0.035490606,1.3166682720184326
data=tictactoe/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=10.0/voter=tree,0.3976480364799499,0.2091188,0.2199295,0.032903127,0.044854634,0.673213005065918,0.13746253,0.15481938,0.0125,0.035490606,1.4078731536865234
data=credit/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=10.0/voter=stump,0.3616870045661926,,,,,19.53662109375,,,0.17989756,0.19215325,400.772388458252
data=wdbc/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=10.0/voter=stump,0.4577131867408752,0.017491238,0.022177434,0.10445594,0.13426058,6.092909812927246,0.11320156,0.1453493,0.112280704,0.14436619,133.36812663078308
data=tictactoe/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=10.0/voter=stump,1.0280717611312866,0.42852637,0.42729715,0.1753444,0.17369013,1.1525893211364746,0.38960758,0.3873387,0.2776618,0.27348644,1.529061794281006
data=tictactoe/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=100.0/voter=tree,0.3976480364799499,0.2091188,0.2199295,0.032903127,0.044854634,0.673213005065918,0.13746253,0.15481938,0.0125,0.035490606,1.3339760303497314
data=wdbc/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=0.01/voter=tree,0.5683842897415161,0.01269846,0.013107262,0.037314825,0.04896509,4.145587921142578,0.043664057,0.05551872,0.04195804,0.0528169,61.26836562156677
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=0.01/voter=tree,0.0677963122725486,,,,,0.0669660568237304,,,0.04458885,0.040290136,706.8675229549408
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=10.0/voter=tree,0.0586185082793235,,,,,0.0574679374694824,,,0.037074577,0.03012489,732.9770410060883
data=usvotes/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=0.01/voter=stump,0.5214094519615173,6.595418e-05,6.5151726e-05,0.05045279,0.03686135,4.561961174011231,0.050485767,0.036893927,0.050458714,0.03686636,207.1444592475891
data=wdbc/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.5683842897415161,0.01269846,0.013107262,0.037314825,0.04896509,4.145587921142578,0.043664057,0.05551872,0.04195804,0.0528169,51.08879804611206
data=wdbc/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=10.0/voter=stump,0.7518360018730164,7.116481e-05,7.3247495e-05,0.12629187,0.13025674,6.39473819732666,0.12632746,0.13029337,0.12631579,0.13028169,135.22495245933533
data=wdbc/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=0.01/voter=stump,0.4577131867408752,0.017491238,0.022177434,0.10445594,0.13426058,6.092909812927246,0.11320156,0.1453493,0.112280704,0.14436619,134.18847012519836
data=tictactoe/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=100.0/voter=stump,1.0280717611312866,0.42852637,0.42729715,0.1753444,0.17369013,1.1525893211364746,0.38960758,0.3873387,0.2776618,0.27348644,1.5379230976104736
data=tictactoe/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=0.01/voter=tree,0.3580709099769592,0.04654602,0.057328925,0.053629804,0.06922989,3.90995717048645,0.076902814,0.097894356,0.075,0.098121084,52.56956219673157
data=tictactoe/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=0.01/voter=stump,1.0280717611312866,0.42852637,0.42729715,0.1753444,0.17369013,1.1525893211364746,0.38960758,0.3873387,0.2776618,0.27348644,1.5978753566741943
data=wdbc/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=100.0/voter=stump,0.7518360018730164,7.116481e-05,7.3247495e-05,0.12629187,0.13025674,6.39473819732666,0.12632746,0.13029337,0.12631579,0.13028169,133.41607785224917
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=0.01/voter=tree,0.3257554173469543,0.08796373,0.0912136,0.0550761,0.044433974,0.0014290809631347,0.099057965,0.09004077,0.062937066,0.07394366,121.54243683815002
data=tictactoe/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.3976480364799499,0.2091188,0.2199295,0.032903127,0.044854634,0.673213005065918,0.13746253,0.15481938,0.0125,0.035490606,1.4238784313201904
data=wdbc/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.7518360018730164,7.116481e-05,7.3247495e-05,0.12629187,0.13025674,6.39473819732666,0.12632746,0.13029337,0.12631579,0.13028169,135.84657883644104
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.3257554173469543,0.08796373,0.0912136,0.0550761,0.044433974,0.0014290809631347,0.099057965,0.09004077,0.062937066,0.07394366,125.06826066970824
data=tictactoe/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=100.0/voter=tree,0.3580709099769592,0.04654602,0.057328925,0.053629804,0.06922989,3.90995717048645,0.076902814,0.097894356,0.075,0.098121084,52.41344285011292
data=tictactoe/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=10.0/voter=tree,0.3580709099769592,0.04654602,0.057328925,0.053629804,0.06922989,3.90995717048645,0.076902814,0.097894356,0.075,0.098121084,51.9211049079895
data=credit/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=0.01/voter=stump,0.7178512215614319,0.48375374,0.4842791,0.18890911,0.19116437,0.2220234870910644,0.43078598,0.43330392,0.13761468,0.13496932,433.8916940689087
data=usvotes/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.5214094519615173,6.595418e-05,6.5151726e-05,0.05045279,0.03686135,4.561961174011231,0.050485767,0.036893927,0.050458714,0.03686636,209.94404697418213
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0586237087845802,,,,,0.1054378747940063,,,0.037014294,0.030256154,729.5451092720032
data=wdbc/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=0.01/voter=stump,0.7518360018730164,7.116481e-05,7.3247495e-05,0.12629187,0.13025674,6.39473819732666,0.12632746,0.13029337,0.12631579,0.13028169,135.07792401313782
data=tictactoe/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.3580709099769592,0.04654602,0.057328925,0.053629804,0.06922989,3.90995717048645,0.076902814,0.097894356,0.075,0.098121084,52.2505795955658
data=tictactoe/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=10.0/voter=stump,1.0,0.5,0.5,0.25,0.25,0.0,0.5,0.5,0.611691,0.59707725,0.0001254081726074
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=10.0/voter=tree,0.3257554173469543,0.08796373,0.0912136,0.0550761,0.044433974,0.0014290809631347,0.099057965,0.09004077,0.062937066,0.07394366,119.85050535202026
data=tictactoe/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=100.0/voter=stump,1.0,0.5,0.5,0.25,0.25,0.0,0.5,0.5,0.611691,0.59707725,0.0001108646392822
data=tictactoe/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=0.01/voter=tree,0.5851324200630188,0.090424515,0.10524664,0.03574488,0.046208333,3.366730213165283,0.08095714,0.09883165,0.041666668,0.0480167,58.65987014770508
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=100.0/voter=tree,0.3257554173469543,0.08796373,0.0912136,0.0550761,0.044433974,0.0014290809631347,0.099057965,0.09004077,0.062937066,0.07394366,120.74741983413696
