,bound,dS,dT,eS,eT,kl,rS,rT,tS,tT,time
data=heart/delta=0.05/epoch=2000/learner=mincq/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.9999986507407872,0.49359405,0.4950341,0.20053193,0.21960011,0.3253211975097656,0.44732895,0.46711716,0.013333334,0.23648648,0.0834863185882568
data=phishing/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=0/sigmoid_c=100/sto_prior=1.0/voter=stump,1.0,0.5,0.5,0.25,0.25,0.0,0.5,0.5,0.55411303,0.5729795,0.5648932456970215
data=svmguide/delta=0.05/epoch=2000/learner=cb-boost/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3175160414593274,0.22148138,0.2248648,0.05394599,0.059000023,2.768303394317627,0.16468668,0.17143242,0.07186792,0.0825,0.1872694492340088
data=svmguide/delta=0.05/epoch=2000/learner=cb-boost/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1639343873726716,0.0397466,0.044034056,0.017560394,0.02651044,1.8608989715576167,0.037433695,0.048527468,0.025242718,0.034,0.1262683868408203
data=credit/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.7867586612701416,0.11792085,0.17455578,0.08220987,0.10499357,1.7048089504241943,0.1411703,0.19227146,0.1097561,0.1411043,43.54569888114929
data=svmguide/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1698942885869986,0.041757304,0.047332246,0.021671453,0.027016329,0.0,0.042550106,0.05068245,0.028478965,0.0365,0.0001094341278076
data=svmguide/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,1.0,0.5,0.5,0.25,0.25,0.0,0.5,0.5,0.56879246,0.5605,0.0001106262207031
data=heart/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.992053210735321,0.17552075,0.2059369,0.12870269,0.1516659,2.7524163722991943,0.21646306,0.25463435,0.2,0.24324325,36.5030779838562
data=heart/delta=0.05/epoch=2000/learner=c-bound-mcallester/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.9956451654434204,0.1784436,0.20994183,0.12835914,0.14990808,2.673323392868042,0.21758094,0.254879,0.2,0.24324325,28.621593236923218
data=credit/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=tree,0.8320005536079407,0.14481813,0.16065311,0.08835432,0.09799467,2.102447032928467,0.16076338,0.17832123,0.09756097,0.12269939,44.77849054336548
data=usvotes/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.41429004073143,0.030564632,0.04474187,0.047785968,0.039358746,2.842262983322144,0.063068286,0.06172968,0.055045873,0.05529954,32.207170248031616
data=usvotes/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.5556051731109619,0.20939724,0.20570618,0.04601211,0.03795567,1.9205965995788568,0.15071073,0.14080876,0.050458714,0.03686636,4.701521635055542
data=tictactoe/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=tree,0.6935005187988281,0.18917535,0.19479579,0.044942267,0.057431698,1.7030444145202637,0.13952994,0.15482959,0.045833334,0.073068894,45.64888954162598
data=haberman/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,1.2248637676239014,0.38266152,0.3836424,0.1725935,0.17712675,0.476529598236084,0.36392426,0.36894795,0.25490198,0.25490198,0.3380403518676758
data=haberman/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,1.4661481380462646,0.2134859,0.20382792,0.18182704,0.20517638,0.1842808723449707,0.28857,0.30709034,0.22077923,0.2875817,0.587700366973877
data=usvotes/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.6733275651931763,0.030287396,0.04421121,0.047687836,0.03960547,2.877435207366944,0.062831536,0.061711073,0.055045873,0.05529954,38.05476355552673
data=credit/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.5399712920188904,0.10287558,0.16648339,0.08527291,0.10980622,2.1961333751678467,0.1367107,0.19304791,0.1097561,0.14723927,51.0622878074646
data=tictactoe/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.801447868347168,4.3652875e-05,4.4337892e-05,0.30061042,0.30061096,3.582782745361328,0.30063224,0.30063313,0.3006263,0.3006263,59.21463418006897
data=tictactoe/delta=0.05/epoch=2000/learner=mincq/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.9688950482392864,0.45419285,0.455262,0.12814565,0.13534674,0.4295692443847656,0.35524207,0.36297774,0.0,0.029227557,0.343311071395874
data=tictactoe/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.9633804559707642,0.0025397046,0.0025928132,0.29965866,0.29970315,3.5544304847717285,0.3009285,0.30099955,0.3006263,0.3006263,63.66022324562073
data=wdbc/delta=0.05/epoch=2000/learner=mincq/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.9999999998944192,0.5,0.5,0.24995005,0.24995542,1.9073486328125e-06,0.49995005,0.49995542,0.0,0.08098592,0.1402230262756347
data=tictactoe/delta=0.05/epoch=2000/learner=mincq/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.999999999585764,0.5,0.5,0.24995002,0.2499511,1.9073486328125e-06,0.49995002,0.4999511,0.014613778,0.018789144,0.3037352561950683
data=svmguide/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.2970402538776397,0.17448732,0.17874326,0.050948694,0.0562957,2.9537477493286133,0.13819236,0.14566733,0.07445775,0.08475,3.0090079307556152
data=tictactoe/delta=0.05/epoch=2000/learner=c-bound-mcallester/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.96629399061203,0.0026805364,0.0027362746,0.29960734,0.29965395,3.552897930145264,0.3009476,0.30102208,0.3006263,0.3006263,73.50263524055481
data=haberman/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.9997414768107312,0.20976628,0.203604,0.20031166,0.20715225,0.0,0.3051948,0.30895424,0.23376623,0.29411766,0.0001134872436523
data=svmguide/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1461088955402374,0.041417632,0.04670322,0.018915327,0.026104376,0.430152416229248,0.039624143,0.049455985,0.027184466,0.034,2.2806665897369385
data=svmguide/delta=0.05/epoch=2000/learner=mincq/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.9996310442888152,0.49824893,0.49827346,0.22451502,0.22500287,0.0425524711608886,0.4736395,0.4741396,0.042732276,0.05125,0.6752841472625732
data=credit/delta=0.05/epoch=2000/learner=c-bound-mcallester/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.8456763029098511,0.11044479,0.16987419,0.084933534,0.104858056,1.777692794799805,0.14015593,0.18979515,0.11585366,0.1380368,45.14066648483277
data=heart/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.961284041404724,0.14161755,0.16400819,0.15883982,0.17477426,3.3843016624450684,0.22964859,0.25677836,0.22147651,0.27027026,51.988048791885376
data=wdbc/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.3320686221122741,0.013892718,0.014502565,0.036935773,0.048564684,4.099431037902832,0.04388213,0.055815965,0.04195804,0.0528169,38.042054891586304
data=haberman/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=tree,0.9935054779052734,0.12784034,0.11062413,0.16079926,0.24954829,2.555784225463867,0.22471943,0.30486035,0.19480519,0.29411766,38.82051157951355
data=usvotes/delta=0.05/epoch=2000/learner=c-bound-mcallester/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.7876630425453186,0.046244126,0.059800155,0.05088947,0.03343499,1.611841917037964,0.074011534,0.06333507,0.06422018,0.041474655,33.910871267318726
data=heart/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.7952628135681152,0.09452155,0.11012653,0.17823999,0.20763282,3.756939888000488,0.22550076,0.2626961,0.22147651,0.27027026,38.89818787574768
data=credit/delta=0.05/epoch=2000/learner=mincq/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.9999883025950312,0.48917124,0.48903567,0.18958806,0.20123157,0.4191236495971679,0.43417367,0.4457494,0.05487805,0.13190185,0.1555335521697998
data=haberman/delta=0.05/epoch=2000/learner=c-bound-mcallester/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=tree,0.9961555004119872,0.13784498,0.122507505,0.15947889,0.24825972,2.25139594078064,0.22840138,0.30951348,0.22077923,0.30718955,38.11986994743347
data=wdbc/delta=0.05/epoch=2000/learner=c-bound-mcallester/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.7207294702529907,0.055392686,0.06577171,0.03197377,0.037233245,1.94720721244812,0.059670113,0.0701191,0.04895105,0.04225352,35.585808753967285
data=usvotes/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.6724041552810279,0.12802944,0.10075399,0.059655055,0.037364982,0.0,0.12366977,0.08774198,0.08256881,0.04608295,0.0001327991485595
data=tictactoe/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,1.0280717611312866,0.42852637,0.42729715,0.1753444,0.17369013,1.1525893211364746,0.38960758,0.3873387,0.2776618,0.27348644,1.3175950050354004
data=heart/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=0/sigmoid_c=100/sto_prior=1.0/voter=stump,0.7517814040184021,0.023499211,0.026558273,0.19081616,0.29493198,4.268542289733887,0.20256577,0.30821112,0.20134228,0.3108108,41.49981713294983
data=wdbc/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.5683842897415161,0.01269846,0.013107262,0.037314825,0.04896509,4.145587921142578,0.043664057,0.05551872,0.04195804,0.0528169,43.0794689655304
data=phishing/delta=0.05/epoch=2000/learner=cb-boost/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1696321830590187,0.040695548,0.039891955,0.027898852,0.030387877,1.6397464275360107,0.048246626,0.050333854,0.029793574,0.035585042,1.1311218738555908
data=haberman/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=tree,0.8984229564666748,0.1329732,0.11989099,0.15949318,0.24912521,2.3612866401672363,0.22597978,0.3090707,0.20779221,0.3006536,33.7436637878418
data=phishing/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1747014525412875,0.048653137,0.046634838,0.030534087,0.031700723,0.0,0.054860655,0.055018142,0.032772932,0.034981906,0.0001342296600341
data=haberman/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.9768025875091552,0.091874324,0.10365903,0.2136149,0.21144009,2.2023568153381348,0.25955206,0.2632696,0.24836601,0.24836601,22.095397233963013
data=haberman/delta=0.05/epoch=2000/learner=mincq/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.999990750460939,0.47643703,0.47344223,0.19595516,0.2022893,0.3256103992462158,0.43417367,0.4390104,0.22222222,0.25490198,0.0353534221649169
data=haberman/delta=0.05/epoch=2000/learner=cb-boost/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.993693123502279,0.27060372,0.2724535,0.17078665,0.18330339,2.179219007492065,0.3060885,0.31953013,0.26143792,0.26797387,0.0113351345062255
data=haberman/delta=0.05/epoch=2000/learner=cb-boost/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.9997970508260804,0.19246878,0.18011831,0.15364775,0.21370599,2.60208511352539,0.24988215,0.30376515,0.18181819,0.28104576,0.0246951580047607
data=haberman/delta=0.05/epoch=2000/learner=bound-risk/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.8285754323005676,0.0892199,0.10414582,0.21383555,0.20786852,1.9038810729980469,0.2584455,0.25994143,0.24836601,0.24836601,17.168756246566772
data=haberman/delta=0.05/epoch=2000/learner=c-bound-mcallester/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.9980031847953796,0.14016287,0.15186146,0.171709,0.2306724,1.908842086791992,0.24179044,0.30660313,0.20779221,0.3006536,28.10224795341492
data=tictactoe/delta=0.05/epoch=2000/learner=cb-boost/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.999857122763223,0.47683156,0.47623935,0.1917561,0.19134153,2.5712857246398926,0.43017188,0.4294612,0.18997912,0.17745303,0.1797497272491455
data=svmguide/delta=0.05/epoch=2000/learner=mincq/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=0/sigmoid_c=100/sto_prior=1.0/voter=tree,0.5168456684265834,0.41368684,0.41413242,0.095778,0.096796274,0.5197234153747559,0.30262142,0.30386248,0.03365696,0.034,1.476535081863403
data=haberman/delta=0.05/epoch=2000/learner=c-bound-mcallester/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.9820111393928528,0.07115707,0.07996576,0.22137015,0.22045508,2.5803372859954834,0.25694868,0.26043797,0.24836601,0.24836601,13.457889556884766
data=haberman/delta=0.05/epoch=2000/learner=mincq/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.9999911084786542,0.39786655,0.39873406,0.16946411,0.18762799,0.4332880973815918,0.36839738,0.38699502,0.20779221,0.29411766,0.0889475345611572
data=svmguide/delta=0.05/epoch=2000/learner=mincq/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=tree,0.5962449502584184,0.4354531,0.43529853,0.111205176,0.111082956,0.5504426956176758,0.32893172,0.32873222,0.025889968,0.0285,1.502218246459961
data=wdbc/delta=0.05/epoch=2000/learner=mincq/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.9997832930053748,0.47896168,0.48100355,0.16838233,0.17439882,0.5474405288696289,0.40786317,0.4149006,0.042105265,0.06690141,1.6415996551513672
data=phishing/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1602450609207153,0.044721115,0.043887764,0.028548269,0.030653909,0.5265955924987793,0.050908826,0.05259779,0.031070441,0.033775635,10.68877124786377
data=tictactoe/delta=0.05/epoch=2000/learner=c-bound-mcallester/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.7299163341522217,0.16091605,0.17590421,0.028025754,0.040806815,1.6225547790527344,0.10848378,0.12875892,0.020833334,0.035490606,51.58005166053772
data=credit/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=0/sigmoid_c=100/sto_prior=1.0/voter=tree,0.8746445775032043,0.16669959,0.17688613,0.10292187,0.10856106,1.9458966255187988,0.18627167,0.19700412,0.12195122,0.1411043,58.26293992996216
data=phishing/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,1.0,0.5,0.5,0.25,0.25,0.0,0.5,0.5,0.5792274,0.5832328,0.0001246929168701
data=haberman/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.996363401412964,0.13398756,0.14647251,0.17213055,0.23422217,2.1160881519317627,0.23912434,0.30745843,0.20779221,0.3006536,37.43749141693115
data=credit/delta=0.05/epoch=2000/learner=nothing/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=3/sigmoid_c=100/sto_prior=1.0/voter=stump,1.0,0.5,0.5,0.25,0.25,0.0,0.5,0.5,0.4678899,0.4417178,0.0001163482666015
data=credit/delta=0.05/epoch=2000/learner=mincq/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=3/sigmoid_c=100/sto_prior=1.0/voter=tree,0.9954339349352048,0.41778982,0.41730738,0.13319194,0.12953454,0.5881943702697754,0.34208685,0.33818823,0.13414635,0.10122699,0.1465849876403808
data=heart/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=3/sigmoid_c=100/sto_prior=1.0/voter=tree,1.273363471031189,0.3162157,0.28305677,0.13819921,0.12597854,0.2900481224060058,0.29630706,0.26750693,0.22666667,0.2027027,0.8389172554016113
data=credit/delta=0.05/epoch=2000/learner=mincq/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.9999949748238174,0.49781623,0.497804,0.2247314,0.22649148,0.1794228553771972,0.47363952,0.47539347,0.110091746,0.12883435,8.232461929321289
data=credit/delta=0.05/epoch=2000/learner=cb-boost/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=3/sigmoid_c=100/sto_prior=1.0/voter=stump,0.9665763666984938,0.40819192,0.4081621,0.13466221,0.12734683,4.350699424743652,0.33875817,0.33142787,0.14984709,0.11042945,0.5995409488677979
data=heart/delta=0.05/epoch=2000/learner=cb-boost/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=3/sigmoid_c=100/sto_prior=1.0/voter=stump,0.9999765805239952,0.47336292,0.4761073,0.1688604,0.19047949,2.421430349349976,0.40554187,0.42853314,0.10067114,0.18243243,0.0620148181915283
data=heart/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=3/sigmoid_c=100/sto_prior=1.0/voter=stump,1.040212869644165,0.3813748,0.38908225,0.12315036,0.1391426,1.1361083984375,0.31383777,0.33368373,0.147651,0.1554054,1.396116018295288
data=tictactoe/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.5851356983184814,0.09046695,0.10527994,0.03573268,0.046191633,3.3661067485809326,0.08096615,0.0988316,0.041666668,0.0480167,60.17917919158936
data=wdbc/delta=0.05/epoch=2000/learner=c-bound-seeger/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=0/sigmoid_c=100/sto_prior=1.0/voter=stump,0.6407509446144104,3.3635006e-05,3.4381806e-05,0.08770961,0.098578885,6.395419597625732,0.08772643,0.09859607,0.0877193,0.09859155,119.13520240783691
data=credit/delta=0.05/epoch=2000/learner=bound-joint/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=3/sigmoid_c=100/sto_prior=1.0/voter=tree,0.8507651090621948,0.21682535,0.21875587,0.10416501,0.09177543,0.2500734329223633,0.21257769,0.20115337,0.13414635,0.11349693,1.1079933643341064
data=wdbc/delta=0.05/epoch=2000/learner=mincq/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.9999961701996528,0.49850094,0.49848616,0.22438899,0.22628933,0.3110303878784179,0.47363946,0.4755324,0.010526316,0.056338027,1.261913537979126
data=wdbc/delta=0.05/epoch=2000/learner=c-bound-mcallester/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=0/sigmoid_c=100/sto_prior=1.0/voter=stump,0.7341942191123962,0.000101851474,0.00010356475,0.087693,0.09855733,6.393246173858643,0.08774392,0.09860911,0.0877193,0.09859155,112.7504551410675
