,bound,kl,tS,tT,time,dS,dT,eS,eT,rS,rT
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.9394370913505554,0.0390777587890625,0.28104576,0.24836601,90.52330780029295,0.4830309,0.48217693,0.21234591,0.20922472,0.45386136,0.45031318
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.9394378066062928,0.0390782356262207,0.28104576,0.24836601,88.7228844165802,0.48303083,0.48217693,0.21234594,0.20922469,0.45386136,0.45031315
data=heart/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4766316413879394,11.461639404296877,0.23906992,0.21120362,42.25883507728577,,,,,,
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=0/sigmoid_c=100/sto_prior=1.0/voter=stump,0.5755591988563538,0.2158660888671875,0.05263158,0.04225352,360.0254158973694,0.4796968,0.47944033,0.17042083,0.1680384,0.41026923,0.40775856
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=tree,0.940244436264038,0.0013151168823242,0.27272728,0.2875817,86.90267205238342,0.2125455,0.1944028,0.19394928,0.23776269,0.30022204,0.3349641
data=credit/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4314573407173157,33.63116455078125,0.19162919,0.1705011,257.6724224090576,,,,,,
data=heart/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.4173777401447296,0.1937439441680908,0.23530686,0.14813821,48.09357833862305,,,,,,
data=tictactoe/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1356354504823684,0.5284605026245117,0.060910583,0.06598156,161.37750959396362,,,,,,
data=heart/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.4185883998870849,0.2159390449523925,0.22633974,0.15368178,63.228007555007935,,,,,,
data=credit/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2450693249702453,0.1311169564723968,0.132541,0.1262428,94.24185585975648,,,,,,
data=tictactoe/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2740377783775329,0.0080537796020507,0.05,0.06263048,163.84959983825684,0.26570955,0.26647738,0.0656918,0.065582365,0.19854657,0.19882105
data=usvotes/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2046314775943756,0.0110421478748321,0.08279885,0.041573703,40.62789750099182,,,,,,
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0584129765629768,0.0984986424446106,0.036868967,0.03042215,157.85835886001587,,,,,,
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0987449809908866,40.48931884765625,0.05652809,0.057265453,166.31109809875488,,,,,,
data=heart/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.842795193195343,0.0034174919128417,0.21333334,0.13513513,66.74333310127258,0.33674675,0.3283333,0.15451023,0.12781052,0.3228836,0.29197717
data=credit/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.4930931031703949,0.0021252632141113,0.13414635,0.1196319,114.70752692222597,0.20139287,0.22156368,0.097207434,0.10552486,0.19790387,0.2163067
data=usvotes/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4873591363430023,0.1712589263916015,0.03211009,0.059907835,245.68083834648127,0.4754562,0.47535783,0.15949337,0.16119653,0.39722148,0.39887545
data=heart/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4612847566604614,10.591232299804688,0.23224473,0.22089545,116.08942031860352,,,,,,
data=tictactoe/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2740377783775329,0.0080537796020507,0.05,0.06263048,185.0796263217926,0.26570955,0.26647738,0.0656918,0.065582365,0.19854657,0.19882105
data=credit/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3726295828819275,24.9141845703125,0.17243305,0.16788131,317.0752596855164,,,,,,
data=credit/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.4930931031703949,0.0021252632141113,0.13414635,0.1196319,119.88535857200624,0.20139287,0.22156368,0.097207434,0.10552486,0.19790387,0.2163067
data=usvotes/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2038598805665969,0.0089219212532043,0.08259122,0.04182051,67.34005212783813,,,,,,
data=wdbc/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1628166735172271,0.0823118686676025,0.06668065,0.07321245,48.39535403251648,,,,,,
data=credit/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.722723662853241,0.2208495140075683,0.14067279,0.13190185,302.63795709609985,0.48358318,0.48380157,0.18967848,0.18942885,0.43147007,0.43132964
data=credit/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.722723662853241,0.2208495140075683,0.14067279,0.13190185,305.7645056247711,0.48358318,0.48380157,0.18967848,0.18942885,0.43147007,0.43132964
data=heart/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.8427935242652893,0.0034170150756835,0.21333334,0.13513513,84.75746202468872,0.3367468,0.32833335,0.1545102,0.12781055,0.3228836,0.29197723
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.5175790190696716,0.2118167877197265,0.031578947,0.06690141,248.15756845474243,0.47697356,0.4784259,0.16365437,0.16810684,0.40214115,0.40731978
data=tictactoe/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1015179082751274,0.6638946533203125,0.03615736,0.04974973,44.69774127006531,,,,,,
data=usvotes/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3441236615180969,24.27398681640625,0.116739586,0.13099405,273.53123569488525,,,,,,
data=tictactoe/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4317174255847931,18.052734375,0.27603897,0.2982265,225.1425154209137,,,,,,
data=usvotes/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.4083036482334137,0.0001463890075683,0.08256881,0.041474655,77.9777238368988,0.1282388,0.10090768,0.059478104,0.037357368,0.1235975,0.08781121
data=wdbc/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.2668805718421936,26.85504150390625,0.07685549,0.09456448,267.94099402427673,,,,,,
data=haberman/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4572131633758545,4.389404296875,0.28335643,0.2684309,19.41447639465332,,,,,,
data=wdbc/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1623173952102661,0.0868391990661621,0.06426085,0.07294069,80.27903175354004,,,,,,
data=usvotes/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.4083036482334137,0.0001463890075683,0.08256881,0.041474655,90.0251030921936,0.12823875,0.10090761,0.05947809,0.037357368,0.123597465,0.08781117
data=tictactoe/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4459172189235687,16.436920166015625,0.29499072,0.29593852,69.64825320243835,,,,,,
data=usvotes/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.2637613415718078,19.8834228515625,0.07255593,0.08496545,296.33925127983093,,,,,,
data=heart/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.9195184707641602,0.0935120582580566,0.17449665,0.1554054,128.25103044509888,0.48874742,0.48860833,0.20214874,0.19927187,0.44652244,0.44357604
data=haberman/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.4381645619869232,0.1052923202514648,0.24888888,0.29350057,44.91375970840454,,,,,,
data=heart/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.9195184707641602,0.0935120582580566,0.17449665,0.1554054,132.78122758865356,0.48874742,0.48860833,0.20214874,0.19927187,0.44652244,0.44357604
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.3257554173469543,0.0014290809631347,0.062937066,0.07394366,100.9915599822998,0.08796373,0.0912136,0.0550761,0.044433974,0.099057965,0.09004077
data=haberman/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.4367171823978424,0.1152496337890625,0.24615672,0.29382315,55.47158932685852,,,,,,
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.5175796747207642,0.2118177413940429,0.031578947,0.06690141,303.9208526611328,0.47697356,0.4784259,0.16365437,0.16810681,0.40214115,0.40731975
data=usvotes/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4873586595058441,0.1712584495544433,0.03211009,0.059907835,327.8451521396637,0.4754562,0.47535783,0.15949337,0.16119653,0.39722148,0.39887545
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.8777894377708435,0.0018081665039062,0.23376623,0.29411766,64.58570337295532,0.21045083,0.2040185,0.19899002,0.2070963,0.30421543,0.30910555
data=phishing/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=0/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0452540926635265,0.1967005729675293,0.033524003,0.037135918,441.4070987701416,,,,,,
data=tictactoe/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.8884175419807434,0.1508798599243164,0.21920668,0.23590814,282.17047214508057,0.49006802,0.49090812,0.210783,0.21548761,0.455817,0.46094167
data=wdbc/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3344241380691528,31.860321044921875,0.11363345,0.12340035,149.97340750694275,,,,,,
data=haberman/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4611972570419311,4.387531280517578,0.2797122,0.2767478,89.32190346717834,,,,,,
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.3257554173469543,0.0014290809631347,0.062937066,0.07394366,136.8540894985199,0.08796368,0.09121355,0.055076104,0.04443397,0.09905794,0.09004074
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.9212372303009032,0.0388712882995605,0.26143792,0.26143792,89.08969926834106,0.48110268,0.48253557,0.21081312,0.20998932,0.45136446,0.4512571
data=tictactoe/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1001613140106201,0.7590856552124023,0.0355368,0.050136343,136.0478117465973,,,,,,
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.9212378263473512,0.0388717651367187,0.26143792,0.26143792,90.87530398368835,0.48110265,0.48253557,0.21081313,0.20998926,0.45136446,0.45125705
data=credit/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=3/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2638358771800995,0.0399613380432128,0.14851123,0.11365181,56.19668030738831,,,,,,
data=heart/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=3/sigmoid_c=100/sto_prior=1.0/voter=tree,0.4366334676742553,0.1272261142730713,0.24011953,0.18369706,33.35610342025757,,,,,,
data=heart/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=3/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4718767404556274,11.57830810546875,0.23181649,0.27578747,42.275994062423706,,,,,,
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.8777846097946167,0.0018067359924316,0.23376623,0.29411766,108.7951602935791,0.21045093,0.20401855,0.19898996,0.20709628,0.30421543,0.30910555
data=usvotes/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=3/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2357224225997924,0.2312886118888855,0.104160205,0.0723097,36.075042963027954,,,,,,
data=credit/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.37059286236763,25.065155029296875,0.17033124,0.17586024,272.7264037132263,,,,,,
data=tictactoe/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.8884175419807434,0.1508798599243164,0.21920668,0.23590814,337.4418354034424,0.49006802,0.49090812,0.210783,0.21548761,0.455817,0.46094167
data=tictactoe/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2014706134796142,0.0124650001525878,0.025,0.050104383,155.76360034942627,0.25733632,0.26191694,0.051438272,0.05740936,0.18010643,0.18836783
data=usvotes/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.333734393119812,20.1917724609375,0.12800363,0.14310665,212.9118776321411,,,,,,
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0479222945868968,0.1009788513183593,0.028569754,0.036176525,152.07420229911804,,,,,,
data=credit/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.444036453962326,32.4608154296875,0.19813778,0.20525853,281.13661789894104,,,,,,
data=heart/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=3/sigmoid_c=100/sto_prior=1.0/voter=tree,0.4336206316947937,0.1646013259887695,0.24040502,0.18234211,72.69436883926392,,,,,,
data=wdbc/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=3/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1346070319414138,0.2034177780151367,0.047171157,0.046771027,36.61507177352905,,,,,,
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=0/sigmoid_c=100/sto_prior=1.0/voter=tree,0.06282939016819,0.2206194400787353,0.040283494,0.035166807,555.6783971786499,,,,,,
