,bound-blanchard-mean,bound-blanchard-std,bound-catoni-mean,bound-catoni-std,bound-kl-sample,bound-ours-mean,bound-ours-std,bound-renyi-sample,bound-rivasplata-mean,bound-rivasplata-std,div-kl,div-renyi,div-rivasplata-mean,div-rivasplata-std,post-risk-mean,post-risk-std,test-risk-mean,test-risk-std,prior-risk-mean,prior-risk-std
batch_size=32/bound=blanchard/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.2/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0858755634352564,0.0022413372861722,0.0600046177049673,0.0015717393895369,0.097466304898262,0.0861026593856513,0.0007259210584633,0.1306935101747512,0.0574149728100746,0.0013408932604112,1187.4415283203125,2374.883056640625,1187.8586471557617,48.69971845880468,0.0137707814574241,0.0003498061851132,0.0126520004123449,0.000355662748916,,
batch_size=32/bound=ours/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=1e-06/prior=0.4/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0136353165050968,0.0001816019033613,0.0137678726002151,0.0001558290579858,0.0391684621572494,0.0148795812972821,0.0002215298362906,0.0391934029757976,0.0139041163609363,0.0001805598205434,0.1174991503357887,0.2349983006715774,0.0996589660644531,0.4743587862270596,0.0110704861581325,0.0001922065712278,0.0088830003514885,0.0002936170785687,,
batch_size=32/bound=catoni/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=1e-06/prior=0.4/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0143091346672736,0.0005582876958257,0.014521762498937,0.0007232156271743,0.0397479087114334,0.0154269012343138,0.0002377357039157,0.0402168445289135,0.014264171118848,0.000376185884951,2.4792568683624268,4.9585137367248535,2.486437559127808,2.361722265683373,0.0111259035766124,0.0002033078199019,0.0089154997840523,0.0002959049306809,,
batch_size=32/bound=blanchard/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=1e-06/prior=0.4/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0142977804597467,0.0005518463343078,0.0145085808933707,0.0007100665364993,0.0397296473383903,0.0154098780243657,0.0002379446303514,0.0401859767735004,0.0142575434152968,0.0003722636362734,2.404993057250977,4.809986114501953,2.448713779449463,2.31296797433178,0.0111238192766904,0.0002035718935076,0.0089135002344846,0.0002965092426165,,
batch_size=32/bound=ours/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.3/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0198251780401915,0.0006984939407326,0.0197756164278807,0.0008276699867568,0.0474170371890068,0.0208414035895839,0.0004979273035749,0.0485287569463253,0.01933032552246,0.0004701794530703,6.954158782958984,13.908317565917969,7.1316152811050415,3.7928992502223937,0.0154139306396245,0.0004311146622058,0.0117624998092651,0.0003961612819693,,
batch_size=32/bound=ours/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.4/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0141129569709301,0.0004185299580465,0.0142932518477403,0.0005220358743535,0.0395407155156135,0.0152293397136963,0.0002250534719199,0.0398523360490798,0.0141595441149547,0.0002988642000473,1.582741379737854,3.165482759475708,1.76122784614563,1.6849530054804729,0.0111095830798149,0.000193483690964,0.0089490003883838,0.0002822215319611,,
batch_size=32/bound=rivasplata/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.3/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0933093700930476,0.0023772036641073,0.0653004372349859,0.0017184104075242,0.1014560535550117,0.0935043522156775,0.0007041955307425,0.1387377232313156,0.0609125718474388,0.001365665234648,1230.147216796875,2460.29443359375,1231.6377615356446,49.36177921429016,0.0126573219895362,0.0003221890656277,0.0097374999895691,0.0003432837547734,,
batch_size=32/bound=ours/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=1e-06/prior=0.5/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0131460842257365,0.0001849677151696,0.0134992230123971,0.0001504601849264,0.0384615883231163,0.0144935286301188,0.0002368571744636,0.0384824238717556,0.0134367801318876,0.0001893783535752,0.0897223353385925,0.179444670677185,0.0851780176162719,0.4324852774894449,0.0104113342240452,0.0002021259570028,0.0084682498127222,0.0002761646755971,,
batch_size=32/bound=blanchard/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=1e-06/prior=0.5/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0137890462833456,0.0005326381494414,0.0142719361827059,0.0007541608850712,0.0390139520168304,0.0150147187733091,0.0002443241825845,0.039462998509407,0.0137763694906607,0.0003683617982425,2.1403918266296387,4.280783653259277,2.139672636985779,2.071570369895635,0.0104628326371312,0.000205579897738,0.0085004996508359,0.0002776684123091,,
batch_size=32/bound=blanchard/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.4/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0964558776468038,0.0026893016986969,0.0678845033906795,0.0019967130167296,0.1017132624983787,0.0967896062321961,0.0003561107819807,0.1418137848377227,0.0613615236245095,0.0015231934987285,1184.7843017578125,2369.568603515625,1184.2143612670898,47.20781724727411,0.0107638882473111,0.0001531560992589,0.00870474986732,0.0002687050728127,,
batch_size=32/bound=catoni/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.5/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.1107890155911445,0.0031954331182463,0.0788342704191545,0.002442151513781,0.1107512935996055,0.1111677660420537,0.000479786777528,0.1574387550354004,0.0691511084325611,0.0018047843164251,1214.0706787109375,2428.141357421875,1213.610994567871,48.7512590636622,0.0104234172031283,0.0001977062784135,0.0084810005500912,0.000306820787955,,
batch_size=32/bound=ours/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=1e-06/prior=0.6/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0119001619820483,0.0002364224623793,0.0126858782742518,0.0001927267530386,0.0365703478455543,0.0133628738950937,0.0002758764674545,0.0365821756422519,0.0122241308237425,0.0002392985366337,0.0461768433451652,0.0923536866903305,0.0535815954208374,0.2971665341744433,0.0090387500822544,0.0002289965632371,0.0082404995337128,0.0002855866914615,,
batch_size=32/bound=rivasplata/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=1e-06/prior=0.5/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0137851499556563,0.0005231618447326,0.0142817354535583,0.0007245982307718,0.0389907285571098,0.0149949905183166,0.000243751374927,0.0394283942878246,0.0137768031423911,0.000355821459491,2.080905199050904,4.161810398101807,2.184930443763733,1.991891291763284,0.0104570826515555,0.0002051688934443,0.0084990002214908,0.0002770360733848,,
batch_size=32/bound=catoni/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=1e-06/prior=0.5/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.013783440135885,0.0005365404601276,0.0142646298246289,0.0007660539345639,0.0389883257448673,0.0149958598357625,0.0002497861791471,0.039432369172573,0.01376524168998,0.0003783646070373,2.1146445274353027,4.2292890548706055,2.1522879600524902,2.084793903461304,0.0104516660794615,0.0002101784921251,0.00849249958992,0.0002938430698122,,
batch_size=32/bound=catoni/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=1e-06/prior=0.6/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0124860298912972,0.0005402325225367,0.0134796995444153,0.0008507840873485,0.0370178446173667,0.0137969752121716,0.0002834794990586,0.0374268144369125,0.0125059600244276,0.0003969656321395,1.7400081157684326,3.480016231536865,1.8351763486862185,1.8369582397586977,0.0090528121218085,0.0002320498751942,0.0082492493093013,0.0002837242791429,,
batch_size=32/bound=rivasplata/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.4/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0954081033356487,0.0026609424267425,0.067138705967513,0.0019762292099828,0.1008736193180084,0.0957778187468647,0.0003573785212321,0.1406414061784744,0.0606583971809595,0.0015017208679514,1173.3575439453125,2346.715087890625,1172.1555053710938,46.93331073989978,0.010606387630105,0.0001534356997581,0.0085895005613565,0.0002637038996908,,
batch_size=32/bound=ours/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.5/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0133802755665965,0.000333898765962,0.0137544253771153,0.0004390337491724,0.0386455655097961,0.0146635084995068,0.0002398885299522,0.038804791867733,0.0135555255901999,0.0002681369867224,0.7088082432746887,1.4176164865493774,0.7449686527252197,1.1772493604093974,0.0104345818981528,0.0002038139209616,0.0084887500852346,0.0002751334977801,,
batch_size=32/bound=catoni/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.4/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0990795253403484,0.0028483411785502,0.069771489066915,0.0021181835824953,0.1037686541676521,0.0993848508037626,0.0004169130626602,0.1447872370481491,0.0630649560689926,0.0016212048415777,1217.789306640625,2435.57861328125,1217.7225064086915,49.98419504253928,0.0110802771523594,0.0001798123848857,0.0089077493175864,0.0002971782814711,,
batch_size=32/bound=blanchard/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.5/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.1081204911507666,0.0031605377737896,0.076905851698208,0.002414372309201,0.1086617484688758,0.1085158136673271,0.0004247991256371,0.154429093003273,0.0674091599322855,0.0017779347123745,1185.479248046875,2370.95849609375,1184.7769213867186,48.15826011577736,0.010102417320013,0.0001743313041515,0.0083287497982382,0.0002696265000849,,
batch_size=32/bound=rivasplata/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.5/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.1074653816968202,0.0033017707461293,0.0764635702496489,0.002520792627748,0.1080748364329338,0.1079025603830814,0.0004173688174151,0.1536986678838729,0.0669154574442654,0.0018597288173978,1182.1734619140625,2364.346923828125,1180.8408364868164,50.04280795586655,0.0099399164319038,0.0001706962648313,0.0082252500578761,0.0002581423032097,,
batch_size=32/bound=rivasplata/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.6/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.1229477299563586,0.0039586992505504,0.0890960282962943,0.003114566067954,0.1164264753460884,0.123167612850666,0.000547989124156,0.169640839099884,0.074611975736916,0.0022295777380877,1170.9376220703125,2341.875244140625,1173.4567333984376,49.84592431200864,0.0087738540023565,0.0002101989084621,0.0080059999600052,0.000275161844911,,
batch_size=32/bound=catoni/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.6/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.1273599529825151,0.0040463761225575,0.0925192427755152,0.0031919516379514,0.11934594810009,0.1275273613631725,0.0005908652063502,0.1743630915880203,0.0771714284829795,0.0022910132529073,1222.4007568359375,2444.801513671875,1225.5754327392578,51.02690033192925,0.0088980207219719,0.0002260094915982,0.0081342495977878,0.0002813395694829,,
batch_size=32/bound=rivasplata/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=1e-06/prior=0.6/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0124620068655349,0.0005380897563192,0.0134366019215464,0.0008233801498049,0.0370230227708816,0.013791286626365,0.0002868870981101,0.0374078303575515,0.0125061261630617,0.0003988955993886,1.6280927658081057,3.256185531616211,1.6951143741607666,1.7408593485128752,0.0090701039880514,0.0002350816357648,0.0082660000771284,0.0002850333694368,,
batch_size=32/bound=blanchard/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.6/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.1239860279671847,0.0039931840495177,0.0898662792679219,0.0031389888939407,0.117188386619091,0.1241869899630546,0.0005819446285097,0.1707749366760254,0.0752659832686185,0.0022579974657338,1180.9462890625,2361.892578125,1183.7035934448245,50.11284501286716,0.0088630206882953,0.0002234896819572,0.0080937501043081,0.0002754740708041,,
batch_size=32/bound=blanchard/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=1e-06/prior=0.6/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0124891752097755,0.0005456997803692,0.0134745561687715,0.0008365842866702,0.0370543003082275,0.0138201565365307,0.0002878361881899,0.0374616421759128,0.0125215484946966,0.000402611807064,1.7315800189971924,3.4631600379943848,1.773911714553833,1.7724455720023686,0.0090734371915459,0.0002356695040361,0.0082700001075863,0.0002866182476282,,
batch_size=32/bound=ours/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=1e-06/prior=0.7/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0153537937602959,0.0002769869203654,0.0164561108809986,0.0002252980926308,0.0421664156019687,0.0172530593397095,0.0003418889896439,0.042184941470623,0.0157530048931948,0.0002868741110275,0.0580825917422771,0.1161651834845542,0.065729022026062,0.3391370485616041,0.0116112492978572,0.000283183529973,0.0100519992411136,0.0003398469998501,,
batch_size=32/bound=catoni/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=1e-06/prior=0.7/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0159125072299502,0.0006170249818597,0.0171618406002095,0.0010110942894452,0.0426124930381774,0.0177015438256785,0.0003493165152481,0.04301019012928,0.0160132123529911,0.0004791250545306,1.3324064016342163,2.6648128032684326,1.227608323097229,1.636855744041574,0.0116384718567132,0.000286259164568,0.0100832497701048,0.0003448107163421,,
batch_size=32/bound=catoni/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.7/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.1634829817339778,0.0049819215776359,0.1201885113580822,0.004017956099395,0.1454225480556488,0.1641725095734,0.0007107791702768,0.214037612080574,0.0995595791377127,0.0028769950517714,1213.991455078125,2427.98291015625,1212.3727645874023,48.83483896029678,0.0112619446590542,0.0002782151277642,0.0097570000216364,0.0003086275537498,,
batch_size=32/bound=ours/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.6/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.012295156950131,0.0004463707318066,0.0131607775409972,0.0006454957922524,0.0369107350707054,0.0136609014589339,0.000290778079459,0.0371402315795421,0.0124377467832528,0.0003540356768298,0.9383614659309388,1.8767229318618768,0.9908318519592284,1.3303168591558028,0.009100729599595,0.0002396583440713,0.0083137499168515,0.0002922087442129,,
batch_size=32/bound=catoni/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=1e-06/prior=0.8/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0163567512668669,0.0007222746936723,0.0190418012387227,0.001196736708723,0.0434737727046012,0.0185955165885388,0.0004931749676826,0.0438234470784664,0.0165622615581378,0.0005746959623487,0.9133753776550292,1.8267507553100584,1.0106295347213743,1.2827559059857825,0.0112581253051757,0.0003893368702847,0.0113042499870061,0.0004098864737898,,
batch_size=32/bound=blanchard/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=1e-06/prior=0.8/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0163019011029973,0.0007075663073571,0.0188865447631464,0.001182536852514,0.0434764325618743,0.0185851937485858,0.0004884588686237,0.0437954254448413,0.0165343607636168,0.0005777249395906,0.8293875455856323,1.6587750911712646,0.8097618818283081,1.248024527248345,0.0112774996086955,0.0003860059659928,0.0113225011155009,0.0004082201921846,,
batch_size=32/bound=rivasplata/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=1e-06/prior=0.7/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0159699520957656,0.0006392989902878,0.0172765632974738,0.0009915850672531,0.0426286458969116,0.0177124667400494,0.0003736157461011,0.0430262312293052,0.0160597568191587,0.0004714917640087,1.3317590951919556,2.663518190383911,1.4079391956329346,1.63899159116431,0.0116476388648152,0.0003062376345042,0.0100772501900792,0.0003620185598265,,
batch_size=32/bound=ours/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=1e-06/prior=0.8/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0157570887124165,0.0004043789224287,0.018132728410639,0.0003058254983864,0.0430247671902179,0.0181585138849914,0.0004884078415885,0.0430471859872341,0.0162441466376185,0.0004102785271998,0.056006520986557,0.112013041973114,0.0433504581451416,0.338565320386874,0.0111974999308586,0.0003887576749548,0.011264749802649,0.0004082063678652,,
batch_size=32/bound=blanchard/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=1e-06/prior=0.7/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0160122130624949,0.000624878507327,0.0173527335175689,0.0009867567173937,0.042655199766159,0.0177448082435876,0.0003470776845708,0.0430884696543216,0.016080125994049,0.0004559490342621,1.4604706764221191,2.9209413528442383,1.551377773284912,1.634756279303619,0.0116405561566352,0.0002841171517502,0.0100682498887181,0.0003470114024821,,
batch_size=32/bound=ours/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.7/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0163647252577357,0.0008036612605447,0.017980352523328,0.0013702363860013,0.0428492054343223,0.0180028576776385,0.0003520665141315,0.0435896962881088,0.0162096439162269,0.000538035011814,2.6344685554504395,5.268937110900879,2.7848273515701294,2.342111927616774,0.0115536116063594,0.0002853348851203,0.0099670002236962,0.0003474348632153,,
batch_size=32/bound=rivasplata/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.8/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.2089265032112598,0.0065381231626506,0.1590366003678092,0.0055670417874439,0.1723456084728241,0.2098126465082168,0.0009261156624242,0.2603891491889953,0.1246390724368393,0.0037975914453663,1142.5374755859375,2285.074951171875,1141.436627960205,46.91028145477259,0.0102341677993536,0.0003437326522544,0.0105877490714192,0.0003593395813368,,
batch_size=32/bound=blanchard/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.7/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.1600841367989778,0.0047017886714151,0.1174902957662244,0.0037892218908532,0.1431335508823394,0.16072120282799,0.0006825220133388,0.2103821188211441,0.0975501094944775,0.002701394917804,1182.1212158203125,2364.242431640625,1181.0431777954102,46.21934305325593,0.0111579168587923,0.0002671737165655,0.0096577499061822,0.0003339010581839,,
batch_size=32/bound=rivasplata/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.7/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.158512369506061,0.0047708220966341,0.1163720970971557,0.0038667047886417,0.1416391432285308,0.1588492597267031,0.0006697522151289,0.208307147026062,0.0964431439526379,0.0027027666265317,1169.95556640625,2339.9111328125,1171.8920156860352,47.81161901946528,0.0109031936153769,0.000261088629486,0.0094657503068447,0.0003432228695601,,
batch_size=32/bound=rivasplata/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=1e-06/prior=0.8/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0163200125168077,0.0006996579988883,0.0189082875364292,0.0012618387858931,0.0434406138956546,0.0185618304600939,0.0004677200128635,0.0437630042433738,0.0165200501773506,0.0005750649013168,0.8389766216278076,1.6779532432556152,0.8606463670730591,1.3609387542520597,0.0112558342516422,0.0003694504848681,0.0112937502562999,0.0003814917290583,,
batch_size=32/bound=ours/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=1e-06/prior=0.9/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0145514282933436,0.0005555549586398,0.0154369230614654,0.0006957883921111,0.0416199862957,0.0179572025267407,0.000644373436644,0.0416370145976543,0.01520202470012,0.0005699465107395,0.0295935682952404,0.0591871365904808,0.049370527267456,0.2326501083250785,0.0085904169827699,0.0004582025576382,0.008530749939382,0.0003406309115234,,
batch_size=32/bound=rivasplata/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=1e-06/prior=0.9/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.015030122087337,0.0008135829744362,0.0156146845885084,0.0007544093665835,0.0419698730111122,0.0183018154231831,0.0006424730291684,0.0422375164926052,0.0154076070222072,0.0007023768808831,0.4757888317108154,0.9515776634216307,0.4478573799133301,1.0450519501216475,0.0086374999955296,0.0004542810784187,0.0085570001974701,0.0003395599778741,,
batch_size=32/bound=catoni/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.8/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.2197626902163028,0.0067210330354842,0.1679150214511933,0.0057483974377695,0.1793955266475677,0.2201414788514375,0.0009251685247823,0.2711608409881592,0.1313287962600589,0.003943996852858,1208.2423095703125,2416.484619140625,1210.7773672485353,48.459579830690245,0.0107154166325926,0.0003460368607193,0.0109527502208948,0.0003518414741847,,
batch_size=32/bound=blanchard/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=1e-06/prior=0.9/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0150513959815725,0.0008700984735231,0.0156393669234296,0.0008184080858679,0.0419890321791172,0.0183153983438387,0.000697251377554,0.0422581955790519,0.0154358507879078,0.0007484125209552,0.4784560203552246,0.9569120407104492,0.4900276660919189,0.9601375130580004,0.0086462497711181,0.0004929357673972,0.0085547501221299,0.0003439148713368,,
batch_size=32/bound=ours/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.9/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.015803721465636,0.0011773005346156,0.0157576953331883,0.0007804481319018,0.042397353798151,0.0188886548951268,0.0006780330713003,0.0433454439043998,0.0157228019670583,0.0008021346529168,1.7989476919174194,3.597895383834839,1.898238062858581,1.893451152192074,0.008487083017826,0.0004695295065175,0.0084502501413226,0.0003437294799368,,
batch_size=32/bound=blanchard/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.8/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.2111747236177325,0.0066283875936569,0.1606884515728302,0.0056316414050152,0.1738705933094024,0.211570329144597,0.0008794364322897,0.262350857257843,0.1262243912369013,0.0038692919645562,1149.2220458984375,2298.444091796875,1151.660021057129,47.23820653281062,0.0105439592152833,0.0003283401892986,0.0108354995027184,0.0003433507226873,,
batch_size=32/bound=ours/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.8/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.01681317320792,0.0008871443442719,0.0185556538364057,0.0005260193745809,0.0435492359101772,0.0188736863574013,0.0004661190460637,0.0444444231688976,0.0166242789942771,0.0005539418972584,2.531646251678467,5.063292503356934,2.738860249519348,2.2591203110961904,0.010966875590384,0.0003611756546888,0.0110822496935725,0.0003704860573634,,
batch_size=32/bound=catoni/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=1e-06/prior=0.9/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.0150968527165241,0.0008742765171923,0.0156558268813239,0.00081076927826,0.0419784411787986,0.0183074550237506,0.0006962307077628,0.0422462746500968,0.0154630405339412,0.0007405862384389,0.4760843217372894,0.9521686434745787,0.5805641412734985,0.9886776082730124,0.0086416667327284,0.0004922311054542,0.008552249521017,0.0003451013762969,,
batch_size=32/bound=rivasplata/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.9/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.3414521313458681,0.010657228436503,0.2349051542271619,0.0066594483920206,0.2502083778381347,0.3417264433205128,0.00117635461189,0.3896889686584472,0.2011840644478797,0.0066089108619817,1122.7354736328125,2245.470947265625,1126.8821394348145,47.42994921467958,0.0078758336603641,0.0004178310045972,0.0081050004810094,0.0003156343300361,,
batch_size=32/bound=catoni/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.9/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.3515312887728214,0.0107351576050641,0.2433263679706411,0.0070246144247745,0.2573156654834747,0.3517071229964494,0.0012753734260923,0.3997978568077087,0.2079273346811533,0.0067550533753242,1161.9049072265625,2323.809814453125,1166.4913861083985,48.08630694469079,0.0083229169249534,0.000461085292045,0.0083445003256201,0.0003438309940975,,
batch_size=32/bound=blanchard/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=0.0001/prior=0.9/prior_epoch=10/prior_lr=0.001/sample=400/step=post/var=0.0001,0.3308764148503542,0.0105919431696748,0.2306245993308707,0.0068099543666346,0.2440172135829925,0.331055077239871,0.0012665283129962,0.3794600963592529,0.1949973749741912,0.0065603637576991,1072.199462890625,2144.39892578125,1076.7667988586427,46.05895710592456,0.0081533333286643,0.0004507277626544,0.0082402499392628,0.0003300075186416,,
batch_size=32/bound=None/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=None/prior=0.2/prior_epoch=10/prior_lr=0.001/sample=400/step=prior/var=0.001,0.0245783990947529,0.0023372808061375,0.0243031478529311,0.0023068888670871,0.0555696040391922,0.026044378443621,0.0024011543162685,0.0555696040391922,0.0249627379002049,0.0023543044462894,0.0,0.0,-0.0002312660026655,0.0042154876472291,0.0216453652828931,0.0022005895152688,0.0204247497022151,0.0021882669534534,0.0106487497687339,0.0020051475148648
batch_size=32/bound=None/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=None/prior=0.3/prior_epoch=10/prior_lr=0.001/sample=400/step=prior/var=0.001,0.0179241267731413,0.000835774689201,0.0178221346983788,0.0008108885100249,0.0458272695541381,0.019274720060639,0.0008649571664885,0.0458272695541381,0.0182693900354206,0.000843406641286,0.0,0.0,0.0001358985863043,0.005239326435433,0.0152495838701725,0.0007729298085905,0.013713750988245,0.0010412905830889,0.0073729162104427,0.000903601932805
batch_size=32/bound=None/data=mnist/delta=0.05/model=mnist_NN/post_epoch=1/post_lr=None/prior=0.5/prior_epoch=10/prior_lr=0.001/sample=400/step=prior/var=0.001,0.0181246883515268,0.0011150015824857,0.018259286835223,0.0010666017399083,0.0462714582681655,0.0197433820134028,0.0011607380034215,0.0462714582681655,0.0185291552217677,0.0011266922531781,0.0,0.0,4.52995284285862e-05,0.0051881320033237,0.0149764157831668,0.0010167934233322,0.0146655002608895,0.0012011702638119,0.0077630830928683,0.0009058243012987
