,bound-blanchard-mean,bound-blanchard-std,bound-catoni-mean,bound-catoni-std,bound-kl-sample,bound-ours-mean,bound-ours-std,bound-renyi-sample,bound-rivasplata-mean,bound-rivasplata-std,div-kl,div-renyi,div-rivasplata-mean,div-rivasplata-std,post-risk-mean,post-risk-std,test-risk-mean,test-risk-std,prior-risk-mean,prior-risk-std
batch_size=32/bound=catoni/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=0.0001/prior=0.1/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.8512030491232871,0.0018763184921217,0.7705986406987628,0.0022493520926387,0.8196069598197937,0.8512786459922791,0.0001242520664034,0.893852710723877,0.763574490994215,0.0017480170967159,8565.1201171875,17130.240234375,8566.272326660157,124.83445924777544,0.4771263897418976,0.0001999810483539,0.4787732660770416,0.0004874519363511,,
batch_size=32/bound=blanchard/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=0.0001/prior=0.1/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.8543602055311204,0.0018414924066729,0.7744239994667214,0.0022549444515187,0.8221849203109741,0.854432012885809,0.000120423873222,0.8964283466339111,0.7665300999581813,0.0017279515289831,8776.26953125,17552.5390625,8777.550512695312,125.71575420785912,0.4771571457386017,0.0001962588285095,0.4787719845771789,0.000489403726533,,
batch_size=32/bound=rivasplata/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=1e-06/prior=0.3/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.4006909889727831,0.0037059544883669,0.3901458189759945,0.0038484724915827,0.4615347981452942,0.4025760547071695,0.0002180009652969,0.4752348959445953,0.3876522599905729,0.0024989106162778,85.47003173828125,170.9400634765625,84.25046438217163,13.274307528432344,0.3515419661998749,0.0002126583422068,0.3512017428874969,0.0003009511565323,,
batch_size=32/bound=ours/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=1e-06/prior=0.3/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.3638272812217474,0.0002330874339203,0.3657956954689554,0.0002136091196586,0.4381693303585052,0.3684812648594379,0.0002172935093661,0.4381795227527618,0.3649243228882551,0.0002193633198615,0.0204809103161096,0.0409618206322193,0.0036818676069378,0.2076519074758417,0.3515750169754028,0.0002151206135749,0.3512187600135803,0.0002977795375045,,
batch_size=32/bound=catoni/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=1e-06/prior=0.3/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.4007847798615694,0.0035273621988702,0.3902298896433931,0.0036506387838322,0.4616008400917053,0.4026647299528122,0.000221059258292,0.4753262400627136,0.3877186135947704,0.0023768185138928,85.75491333007812,171.50982666015625,84.5000234413147,12.607853822231222,0.3515536785125732,0.0002156346017727,0.3512042164802551,0.0003042305179405,,
batch_size=32/bound=blanchard/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=1e-06/prior=0.3/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.4006768848747015,0.0035135597105754,0.3901171244977219,0.0036292851134503,0.4615127146244049,0.4025397311896085,0.0002204712093685,0.4751971960067749,0.3876456663012504,0.0023675355894018,85.29443359375,170.5888671875,84.11342885017395,12.530177876092411,0.3515527248382568,0.0002150666259694,0.3512029945850372,0.0003034636902157,,
batch_size=32/bound=ours/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=0.0001/prior=0.3/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.3651170968264341,0.0011801800116383,0.3661488469817127,0.0004822327334418,0.4387068450450897,0.3693297270685434,0.000217474886294,0.4392405152320862,0.3655034676939249,0.000732118442666,1.133561134338379,2.267122268676758,1.2426470632106066,1.4409510764139333,0.3515692055225372,0.0002152008964912,0.3512194752693176,0.0003061364404857,,
batch_size=32/bound=rivasplata/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=0.0001/prior=0.3/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.8073384539783001,0.0026656904690119,0.7129462458911981,0.003393654187789,0.7550150156021118,0.8076569552719594,0.0001503530146513,0.8545056581497192,0.6937290658056736,0.0024280502583186,8675.40625,17350.8125,8665.338608398437,136.36122029083617,0.3512060046195984,0.0002156537666451,0.3511272370815277,0.0002974602975882,,
batch_size=32/bound=catoni/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=0.0001/prior=0.3/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.8034523138403893,0.0026998051643982,0.708037547960337,0.0033749656114974,0.7518755197525024,0.8037760157883167,0.0001494711934644,0.8512147068977356,0.6902413079142571,0.0024406488535436,8473.40625,16946.8125,8463.452331542969,135.00123110591252,0.3513414263725281,0.0002119340497301,0.3511705100536346,0.0003042689349967,,
batch_size=32/bound=blanchard/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=0.0001/prior=0.3/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.8091338148713112,0.0026430344919673,0.7152406998741992,0.0033922398974742,0.7565121054649353,0.8094445744156837,0.0001471816549483,0.8560235500335693,0.695393965691328,0.0024141488670932,8763.6572265625,17527.314453125,8753.81559326172,136.80100404106864,0.3513218760490417,0.0002122459118254,0.3511675298213959,0.0003026443882845,,
batch_size=32/bound=None/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=None/prior=0.4/prior_epoch=100/prior_lr=0.01/sample=400/step=prior/var=1e-05,0.3255208770185709,0.0002134639969323,0.3268129628780475,0.0002156976102261,0.3987567722797394,0.3304942028969526,0.0002143279821208,0.3987567722797394,0.3267508528381586,0.0002147238551831,0.0,0.0,-0.0018413411453366,0.0238408455389208,0.3127608597278595,0.0002113042719429,0.3218089938163757,0.0003503849729895,0.0370693765580654,0.0001671252539381
batch_size=32/bound=None/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=None/prior=0.8/prior_epoch=100/prior_lr=0.01/sample=400/step=prior/var=1e-05,0.2633891159296035,0.000364635984867,0.2620057868822836,0.0003625575573883,0.3343056142330169,0.2714137945324182,0.0003641093965254,0.3343056142330169,0.2651585728675127,0.000363451695168,0.0,0.0,-0.0011230586096644,0.0316427678684088,0.2429467439651489,0.000351481459802,0.2467212527990341,0.0002766287070699,0.0358594357967376,0.0001130266027757
batch_size=32/bound=None/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=None/prior=0.5/prior_epoch=100/prior_lr=0.01/sample=400/step=prior/var=1e-05,0.2965486370027065,0.0002052021100534,0.2970880877538139,0.0002060113629338,0.3685919940471649,0.3018619950115681,0.0002047646391088,0.3685919940471649,0.2978470633178949,0.0002052068800168,0.0,0.0,0.0001669395714998,0.0244443149123794,0.2829712927341461,0.0002009876916417,0.2811132371425628,0.0003230305737815,0.033958900719881,0.000112618006824
batch_size=32/bound=None/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=None/prior=0.6/prior_epoch=100/prior_lr=0.01/sample=400/step=prior/var=1e-05,0.3012868824601173,0.0002023938146975,0.301241269080454,0.0002032383350906,0.3737576007843017,0.3072451457381248,0.000202632891413,0.3737576007843017,0.3027163077890873,0.0002026387874896,0.0,0.0,-0.001948676072061,0.0262918170832577,0.2860857248306274,0.0001985798007808,0.2903162240982055,0.0002998501004185,0.0369688309729099,0.0001092184102162
batch_size=32/bound=None/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=None/prior=0.9/prior_epoch=100/prior_lr=0.01/sample=400/step=prior/var=1e-05,0.2549755774438381,0.000387074761361,0.2552431628557059,0.0003835678697483,0.3262805342674255,0.2662717770040035,0.0003870868247583,0.3262805342674255,0.2573575061559677,0.0003859615188407,0.0,0.0,-0.0005279434844851,0.0318195330515274,0.2268020063638687,0.00036741734948,0.2360719889402389,0.0002337016485398,0.0368116647005081,8.104055450530723e-05
batch_size=32/bound=None/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=None/prior=0.7/prior_epoch=100/prior_lr=0.01/sample=400/step=prior/var=1e-05,0.2743979375064373,0.0002205289721485,0.2735530674730865,0.0002219330879544,0.3456331193447113,0.2810765572637319,0.0002230072153339,0.3456331193447113,0.2759528365731239,0.000221649415436,0.0,0.0,-0.0013667158782482,0.0271575300591953,0.2574048340320587,0.0002170252846553,0.2661890089511871,0.0002781722287181,0.036592498421669,0.0001081893788068
batch_size=32/bound=catoni/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=1e-06/prior=0.4/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.3646565255522728,0.004068957106968,0.3553146638355545,0.0046059177299689,0.4238485693931579,0.3667432654649019,0.0002122911315829,0.4385936856269836,0.3508029664307833,0.0027316360426959,85.62499237060547,171.24998474121094,84.14769792556763,13.57786939427823,0.3127448260784149,0.0002047243178822,0.321808785200119,0.0003600682830438,,
batch_size=32/bound=ours/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=1e-06/prior=0.4/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.3256178035587072,0.0002583538100239,0.3268141122523922,0.0002230819384877,0.3987629115581512,0.3305081508308649,0.0002168633122044,0.3987763226032257,0.3267560297995805,0.0002350943714601,0.0252091102302074,0.0504182204604148,0.0222969100624322,0.223018597019912,0.3127539157867431,0.0002137920528184,0.3218035101890564,0.0003512669063638,,
batch_size=32/bound=rivasplata/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=1e-06/prior=0.4/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.3644359061866998,0.003918379568162,0.3550557085453968,0.0044118221992757,0.4236302673816681,0.3664433567225933,0.0002195911918728,0.4382809698581695,0.3506484743952751,0.0026271821914181,84.64800262451172,169.29600524902344,83.437543592453,13.03306958653384,0.3127264082431793,0.0002117897529387,0.3217982351779938,0.0003468029317446,,
batch_size=32/bound=None/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=None/prior=0.3/prior_epoch=100/prior_lr=0.01/sample=400/step=prior/var=0.0001,0.373487701639533,0.0004734068871957,0.3756036497103967,0.0004764859560967,0.4481533765792846,0.3782334494590759,0.0004747171269381,0.4481533765792846,0.3746754344552755,0.0004737220513894,0.0,0.0,0.0050039030611515,0.0099392587191466,0.3612494170665741,0.0004703373124357,0.3613465130329132,0.0007319061551243,0.0308176651597023,0.000314323027851
batch_size=32/bound=blanchard/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=1e-06/prior=0.4/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.3643433126062155,0.0039257557689712,0.3549493012462322,0.004410952764429,0.4235649704933166,0.3663447272777557,0.0002195623796526,0.4381777346134186,0.3505911015719175,0.0026317361719123,84.25630187988281,168.51260375976562,83.08164212226868,13.029487413380004,0.3127402365207672,0.0002117765397997,0.3217990100383758,0.0003467701317276,,
batch_size=32/bound=ours/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=0.0001/prior=0.4/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.3277807661145925,0.0016938239207609,0.3275219154601902,0.0007156520736193,0.399820864200592,0.3321450795233249,0.0002172653797578,0.4008278548717499,0.3277800015360117,0.0010075266664771,2.086219072341919,4.172438144683838,2.1139883912727235,1.9862325290186515,0.3127518892288208,0.0002139362040907,0.3217929899692535,0.0003535553987603,,
batch_size=32/bound=None/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=None/prior=0.1/prior_epoch=100/prior_lr=0.01/sample=400/step=prior/var=0.0001,0.474978386759758,0.0005172362112389,0.478368311013425,0.0005180527428206,0.5503033995628357,0.4793073415756225,0.0005172099773898,0.5503033995628357,0.4760901333391666,0.000517357215664,0.0,0.0,0.0020651146769523,0.0077304262559999,0.4637928903102875,0.0005163776804693,0.4583117365837097,0.0007525543915107,0.0315370000898838,0.0005951735074631
batch_size=32/bound=blanchard/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=1e-06/prior=0.5/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.3392958349734545,0.0041745951201957,0.3316747453693057,0.0051251387187086,0.3967376947402954,0.3414229292422533,0.0002219301169442,0.4123765230178833,0.3246860259771347,0.0027803669178321,81.68826293945312,163.37652587890625,80.68993899345398,12.628144097578025,0.2846252918243408,0.0002118028496624,0.2806267440319061,0.000362780469004,,
batch_size=32/bound=catoni/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=0.0001/prior=0.4/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.7912155602872372,0.0028009496763249,0.6937184309773881,0.0036018303639331,0.7314472198486328,0.7912573401629924,0.0001513514590848,0.8394038677215576,0.6691010911762715,0.0025163072622618,7924.35986328125,15848.7197265625,7928.670832519531,122.15876611469857,0.3125688433647156,0.0002068283065455,0.3217085301876068,0.0003384206211194,,
batch_size=32/bound=None/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=None/prior=0.2/prior_epoch=100/prior_lr=0.01/sample=400/step=prior/var=0.0001,0.4077640135586262,0.0004145675527284,0.4105378172487267,0.0004161965497926,0.4829935431480407,0.4122944762557745,0.0004145324439113,0.4829935431480407,0.408924024105072,0.0004144576939305,0.0,0.0,0.0035431236028671,0.0088444713703981,0.3961271047592163,0.0004119504883419,0.3945022523403168,0.0007481783395633,0.0360497497022151,0.0003702026733662
batch_size=32/bound=ours/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=1e-06/prior=0.5/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.2983124713599682,0.0002327439983676,0.2987889622805731,0.000217044718604,0.3703764379024505,0.3035735690593719,0.0002151241119366,0.3703865110874176,0.2995378510653972,0.0002225380162571,0.0174098461866378,0.0348196923732757,0.0024804617092013,0.1755745520631076,0.2846361994743347,0.0002111908543156,0.2806452512741089,0.0003667803539428,,
batch_size=32/bound=blanchard/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=0.0001/prior=0.4/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.8034299445152283,0.002708632059584,0.7098521312371315,0.0036693882236335,0.7415173053741455,0.8034720954298973,0.0001496246127382,0.8498340249061584,0.6802011385560036,0.0024865798636039,8475.3427734375,16950.685546875,8479.553017578124,126.80363692345082,0.3125370144844055,0.000211783350096,0.3216922879219055,0.0003424402966629,,
batch_size=32/bound=rivasplata/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=0.0001/prior=0.4/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.8036732433736324,0.002751247896345,0.7101893505921214,0.0037375334379267,0.7417595982551575,0.8037876673042774,0.000152577136146,0.8501002192497253,0.6804050154983997,0.0025325430832405,8492.59375,16985.1875,8493.458081054687,128.89396159149788,0.3124606013298034,0.0002161743905162,0.3216427564620971,0.0003446697664912,,
batch_size=32/bound=catoni/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=1e-06/prior=0.5/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.3401816001534462,0.0042453704689992,0.3327874004893125,0.0052759590820035,0.3974752724170685,0.3424586420506239,0.0002205263972668,0.4134657979011535,0.3252789511531591,0.0028273080461492,84.97246551513672,169.94493103027344,83.4136285495758,13.017881849933437,0.2846292853355407,0.0002103369770338,0.2806364893913269,0.0003642360388766,,
batch_size=32/bound=ours/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=1e-06/prior=0.6/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.3012627992779016,0.0002720177900189,0.3011357708255932,0.0002481074577145,0.3736531734466553,0.3071503409743309,0.0002410322730226,0.3736619651317596,0.3026116523146629,0.0002533962066202,0.0135393757373094,0.0270787514746189,0.0038382133468985,0.1717054022626457,0.2859795093536377,0.0002362027589697,0.2884530127048492,0.0002787320700008,,
batch_size=32/bound=rivasplata/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=0.0001/prior=0.5/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.8221444757282734,0.0029803320568461,0.7409123633224334,0.004602071049246,0.7500012516975403,0.8222855684161187,0.000144384864137,0.8648702502250671,0.6904791094362736,0.0028853393645305,8675.5966796875,17351.193359375,8675.531396484375,136.65763443130206,0.2843741178512573,0.0002165118348784,0.280360996723175,0.0003660997899714,,
batch_size=32/bound=rivasplata/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=1e-06/prior=0.6/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.3461652755737304,0.0047461204221296,0.3405915518856806,0.0063378502772385,0.4025209248065948,0.3487090228497982,0.0002504784027405,0.4197164177894592,0.3301103769242763,0.0031610135070376,78.80253601074219,157.60507202148438,77.48800934791565,12.464382758097948,0.2859691381454468,0.0002383335377089,0.2884532213211059,0.0002803395909722,,
batch_size=32/bound=rivasplata/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=1e-06/prior=0.5/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.3395609232038259,0.0041822188769635,0.3320078097243396,0.0051586116650117,0.396920770406723,0.3416850050538778,0.0002202993128521,0.4126524925231933,0.3248596502095461,0.0027861825753752,82.54975891113281,165.09951782226562,81.532451877594,12.712343321987698,0.2846156060695648,0.0002102127764374,0.2806229889392853,0.0003634848981164,,
batch_size=32/bound=catoni/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=0.0001/prior=0.5/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.7798442225158214,0.0032997791908155,0.6809665170246529,0.0042813997146289,0.7142728567123413,0.7798598720133305,0.0001611418599532,0.8286935091018677,0.6512283997237682,0.002950431445791,6946.31494140625,13892.6298828125,6951.931706542969,118.5400647162814,0.284466028213501,0.0002125941973645,0.2804702520370483,0.0003833270748145,,
batch_size=32/bound=ours/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=0.0001/prior=0.5/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.2994272275269031,0.0011632204548517,0.2991357044402231,0.0005692857020081,0.3708739876747131,0.3043426349759102,0.0002160738491953,0.3713717758655548,0.2999943010509014,0.0007430779016475,0.901167929172516,1.802335858345032,0.8638437115773558,1.3214430952839056,0.2846313118934631,0.0002119815617334,0.2806392312049866,0.0003627458063419,,
batch_size=32/bound=blanchard/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=0.0001/prior=0.5/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.8253985305130481,0.0028722696817784,0.7459686297956136,0.0044979034461462,0.7527238726615906,0.825383510440588,0.0001436264997888,0.86747807264328,0.6936545914411545,0.0028004102400127,8817.693359375,17635.38671875,8824.773708496094,134.33143840681447,0.2844337821006775,0.0002177382993977,0.2804167568683624,0.0003831376379821,,
batch_size=32/bound=catoni/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=1e-06/prior=0.6/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.3481555076688528,0.0049522020184873,0.3433412880769996,0.0068441886359486,0.4038080275058746,0.3505231016129255,0.0002471624796277,0.4216190874576568,0.3314397341012954,0.0033021416763421,83.86387634277344,167.72775268554688,82.88713403701782,13.493231176230012,0.2859746217727661,0.0002349457645323,0.2884505093097687,0.0002769480342976,,
batch_size=32/bound=blanchard/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=1e-06/prior=0.7/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.3217825552076101,0.0052507151916027,0.3208321028549076,0.0079371182817784,0.3755622208118438,0.3242408359050751,0.0002520071024538,0.3940492868423462,0.3045289887487888,0.0034727761274194,70.25379180908203,140.50758361816406,70.18971263885499,11.685426017392146,0.2569153308868408,0.000236290768953,0.2663242220878601,0.0002889429451897,,
batch_size=32/bound=rivasplata/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=0.0001/prior=0.6/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.8639194685220718,0.0026651082835767,0.8119544886765866,0.0050360814904226,0.7883468866348267,0.8641186478734016,0.0001328961478905,0.8996249437332153,0.7333742792904377,0.0028677180185521,8678.1513671875,17356.302734375,8674.8495703125,130.46844294316472,0.2858126163482666,0.0002366613043705,0.2884014844894409,0.0002824862895067,,
batch_size=32/bound=blanchard/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=1e-06/prior=0.6/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.3458224458992481,0.0049168901684937,0.3401468161539702,0.0065567021802609,0.4022083878517151,0.3482667416334152,0.0002472181291723,0.4192518591880798,0.3298836421966553,0.0032693337946953,77.57745361328125,155.1549072265625,76.60850213050843,12.92253985122963,0.2859716117382049,0.0002352936571696,0.2884497344493866,0.0002767679688986,,
batch_size=32/bound=rivasplata/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=1e-06/prior=0.7/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.3228903923183679,0.0056968462437096,0.3225664881533573,0.0086749325202499,0.3762310743331909,0.3251803685724735,0.0002542334189655,0.3950442373752594,0.3052651432156563,0.0037747907264956,72.41917419433594,144.83834838867188,72.73651319503784,12.749946642137722,0.2569206655025482,0.0002382277452852,0.2663204967975616,0.0002903974382206,,
batch_size=32/bound=catoni/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=1e-06/prior=0.7/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.3265491635352373,0.0057410027650182,0.3283256201512654,0.0091671325886673,0.3787172138690948,0.3286812119185924,0.0002551878012555,0.3987433016300201,0.3076907901465893,0.0038198472102119,80.76665496826172,161.53330993652344,81.21720080375671,13.475985601050253,0.2569229900836944,0.0002385733532719,0.2663249969482422,0.0002910773328039,,
batch_size=32/bound=rivasplata/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=1e-06/prior=0.8/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.3172726545482874,0.0065265061168608,0.3252279656996556,0.0113275602812992,0.368110716342926,0.3199990479648113,0.0003761610265161,0.3890688419342041,0.2976324761658906,0.0042771268413602,61.20929718017578,122.41859436035156,61.90674496650696,11.135303760548632,0.2429385036230087,0.0003479475271888,0.2467195093631744,0.0002790514263324,,
batch_size=32/bound=ours/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=1e-06/prior=0.7/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.2739811944961547,0.0002712120947604,0.2730585698784077,0.0002509141088483,0.3451105058193207,0.2805852947384119,0.0002426861186345,0.345118761062622,0.2754591389745474,0.0002521940576025,0.0110886460170149,0.0221772920340299,0.0094323184713721,0.152008335142586,0.2569144964218139,0.000236155494349,0.2663352489471435,0.00029083219124,,
batch_size=32/bound=catoni/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=0.0001/prior=0.7/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.7117688186466694,0.005035407681534,0.6013094681989246,0.0054702331766594,0.6523935794830322,0.712299686819315,0.000215434454308,0.7683466672897339,0.5850037309527397,0.004133344421764,3313.61474609375,6627.2294921875,3310.757410888672,83.56131869734689,0.2568591833114624,0.0002431761386105,0.2662674784660339,0.0002888671006076,,
batch_size=32/bound=ours/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=0.0001/prior=0.6/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.3030327336490154,0.0016120598422446,0.3018005644986266,0.0008306411114232,0.3744123876094818,0.3083186195045709,0.0002392808352017,0.3751514852046966,0.3033936807513237,0.0009785239407573,1.20736825466156,2.41473650932312,1.3080362723767758,1.5922679845339902,0.2859787344932556,0.0002342501538805,0.2884607315063476,0.0002786311961244,,
batch_size=32/bound=ours/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=0.0001/prior=0.7/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.2759216220676899,0.0017406606311742,0.2739317793278921,0.0010705785655217,0.3459775447845459,0.2818869086354971,0.0002480766384761,0.3467875719070434,0.2763298793882132,0.001085205293806,1.155829668045044,2.311659336090088,1.2422697597369552,1.5071744005878018,0.2569458484649658,0.000241088157054,0.2663332223892212,0.0002955846430268,,
batch_size=32/bound=blanchard/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=0.0001/prior=0.6/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.8676280800998211,0.0026595521805612,0.8190370779157219,0.0051413739376031,0.7919434905052185,0.8678791858255863,0.000128027499389,0.9026950001716614,0.737390897423029,0.0028980501720685,8864.994140625,17729.98828125,8858.838452148437,134.54489925419938,0.2858549952507019,0.0002322442742297,0.2884222269058227,0.0002845715207513,,
batch_size=32/bound=catoni/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=0.0001/prior=0.6/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.7649977071583272,0.0039682369468707,0.6621816421253061,0.0048671514832158,0.7030104994773865,0.7654201534390449,0.000184530203383,0.8162071704864502,0.6385777232050895,0.0034671908016349,5123.6728515625,10247.345703125,5118.58162475586,105.63559629335008,0.2858871221542358,0.0002348732668906,0.2884345054626465,0.0002807315904647,,
batch_size=32/bound=rivasplata/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=0.0001/prior=0.7/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.8950117233395577,0.0025842410262579,0.8880809547015366,0.0060848829439826,0.8126897811889648,0.8952984820306301,0.0001190612454427,0.9239715933799744,0.762187360227108,0.0031494391370559,8508.8173828125,17017.634765625,8500.967624511719,131.5070397178639,0.2567794919013977,0.0002527483156882,0.2662197351455688,0.0002839646767824,,
batch_size=32/bound=ours/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=1e-06/prior=0.8/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.2634718082845211,0.0003709200325528,0.2620066933620454,0.0003621225611331,0.334306538105011,0.2714194675534964,0.0003620632686153,0.3343148231506347,0.2651580042392015,0.0003592624364856,0.0091196009889245,0.018239201977849,0.0065116910263895,0.1416616936625299,0.2429400086402893,0.0003494992270134,0.2467177361249923,0.0002779566275421,,
batch_size=32/bound=blanchard/data=cifar10/delta=0.05/model=cifar_NN/post_epoch=10/post_lr=0.0001/prior=0.7/prior_epoch=100/prior_lr=0.01/sample=400/step=post/var=1e-05,0.9005182150006295,0.0025035946085077,0.9012869393973436,0.0061152066565613,0.818571150302887,0.900774369686842,0.0001145788169137,0.9283328652381896,0.7689787469804287,0.0031217376608456,8795.7021484375,17591.404296875,8788.732412109375,134.67957128630704,0.256812185049057,0.0002525836171116,0.2662395238876343,0.0002840612141881,,
